NO,Name,Aromatic_SMILES,Kekulized_SMILES,InChiKey,target_binary
655,TTK_1296,COc1cc(-c2nncn2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NN=CN2C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,WTLKZVRONMBTNZ-UHFFFAOYSA-N,1
656,TTK_1297,Cc1ncc(-c2ccc(Nc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)c(Cl)c2)n1C,CC1=NC=C(C2=CC=C(NC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C(Cl)=C2)N1C,BWFSADSTBAHUAC-UHFFFAOYSA-N,1
657,TTK_1298,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(CC4(O)CCC4)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(CC4(O)CCC4)N=C3)=CC=C2C=N1,RDRZGOACBHSVCE-UHFFFAOYSA-N,1
658,TTK_1299,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(CC(F)(F)F)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(CC(F)(F)F)N=C3)=CC=C2C=N1,GUNHNKBPONCFKH-UHFFFAOYSA-N,1
659,TTK_1301,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,DEYNBCMLWJJQFO-UHFFFAOYSA-N,1
660,TTK_1302,Cc1ncc(-c2ccc(Nc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)cc2)n1C,CC1=NC=C(C2=CC=C(NC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C=C2)N1C,JSYCIYBAQIBKAY-UHFFFAOYSA-N,1
661,TTK_1303,CCOc1cc(-c2nncn2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,CCOC1=CC(C2=NN=CN2C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,OPZXBOZQFGGJIL-UHFFFAOYSA-N,1
662,TTK_1305,COc1c(Nc2cc3cc(-c4cnn(CC(C)(C)O)c4)ccc3cn2)ccc(-c2cnc(C)n2C)c1F,COC1=C(NC2=CC3=CC(C4=CN(CC(C)(C)O)N=C4)=CC=C3C=N2)C=CC(C2=CN=C(C)N2C)=C1F,WMUAOQMVCLAFLU-UHFFFAOYSA-N,1
663,TTK_1306,COCc1c(-c2ccc(CCc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)c(OC)c2)cnn1C,COCC1=C(C2=CC=C(CCC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C(OC)=C2)C=NN1C,HJYLZIWHPRSNDF-UHFFFAOYSA-N,1
664,TTK_1307,COc1cc(-c2cnn(C)c2)ccc1Cc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN(C)N=C2)=CC=C1CC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,ZBYYXDLNKRKYBT-UHFFFAOYSA-N,1
665,TTK_1308,COc1cc(-c2cnn(C)c2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=C(C)N(C)N=C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,UDUUSMAESAAGPC-UHFFFAOYSA-N,1
666,TTK_1310,COc1cc(-c2nnc3n2CCN(C(=O)OC(C)(C)C)C3)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NN=C3CN(C(=O)OC(C)(C)C)CCN32)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,SLYHVXGMBPUVIH-UHFFFAOYSA-N,1
667,TTK_1311,COc1nc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=NC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,QTMYTAIZPRSAEZ-UHFFFAOYSA-N,1
668,TTK_1312,COc1cc(-c2cnc(C)n2C)cnc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CN=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,QKMIUTINIGDJBD-UHFFFAOYSA-N,1
669,TTK_1313,CC(C)(O)Cn1cc(-c2ccc3cnc(Nc4ccc(-c5cncnc5)cc4Cl)cc3c2)cn1,CC(C)(O)CN1C=C(C2=CC=C3C=NC(NC4=CC=C(C5=CN=CN=C5)C=C4Cl)=CC3=C2)C=N1,MIKYJPUXFHNDGN-UHFFFAOYSA-N,1
670,TTK_1314,CC(C)(O)Cn1cc(-c2ccc3cnc(Nc4ccc(S(C)(=O)=O)cc4Cl)cc3c2)cn1,CC(C)(O)CN1C=C(C2=CC=C3C=NC(NC4=CC=C(S(C)(=O)=O)C=C4Cl)=CC3=C2)C=N1,ZGDYHAJVIRBAJU-UHFFFAOYSA-N,1
671,TTK_1315,COc1cc(C(=O)N(C)C)ccc1Cc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N(C)C)=CC=C1CC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,HEFKQOFOPSHXSE-UHFFFAOYSA-N,1
672,TTK_1316,COc1cc(C(=O)NCCO)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)NCCO)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,OVOALYOJIFYAQK-UHFFFAOYSA-N,1
673,TTK_1317,COCCNC(=O)c1ccc(Cc2cc3cc(-c4cnn(CC(C)(C)O)c4)ccc3cn2)c(OC)c1,COCCNC(=O)C1=CC=C(CC2=CC3=CC(C4=CN(CC(C)(C)O)N=C4)=CC=C3C=N2)C(OC)=C1,MKKYUWXPYNNBGR-UHFFFAOYSA-N,1
674,TTK_1318,COCc1ncc(-c2ccc(Nc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)c(OC)c2)n1C,COCC1=NC=C(C2=CC=C(NC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C(OC)=C2)N1C,MTBHBIIHUHBTMI-UHFFFAOYSA-N,1
675,TTK_1319,COc1cc(-c2ncnn2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NC=NN2C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,JLCKSWDGILPYFJ-UHFFFAOYSA-N,1
676,TTK_1320,COc1cc(C(=O)N2CCS(=O)(=O)CC2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CCS(=O)(=O)CC2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,MARFCPOLWXPQIY-UHFFFAOYSA-N,1
677,TTK_1321,COc1cc(C(=O)N2CCN(C)CC2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CCN(C)CC2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,PITGGRNMEIJWAH-UHFFFAOYSA-N,1
678,TTK_1322,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)NC2CCN(C)CC2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,DHGWEOOLISANTD-UHFFFAOYSA-N,1
679,TTK_1323,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(C(C)C(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(C(C)C(C)(C)O)N=C3)=CC=C2C=N1,UTOBCGXYFJPEOK-UHFFFAOYSA-N,1
680,TTK_1324,COc1cc(-c2cnc(C)n2CC(C)(C)O)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2CC(C)(C)O)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,BXCFBCPESHQPKY-UHFFFAOYSA-N,1
681,TTK_1325,COc1cc(-c2nnc3n2CCN(C)C3)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NN=C3CN(C)CCN32)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,UDGJLQRHLQIMJO-UHFFFAOYSA-N,1
682,TTK_1326,CCC(O)Cn1cc(-c2ccc3cnc(Nc4ccc(C(=O)N5CC(OC)C5)cc4OC)cc3c2)cn1,CCC(O)CN1C=C(C2=CC=C3C=NC(NC4=CC=C(C(=O)N5CC(OC)C5)C=C4OC)=CC3=C2)C=N1,LLGGCJLUMFLBSI-UHFFFAOYSA-N,1
683,TTK_1327,COCCn1cc(-c2ccc3cnc(Nc4ccc(C(=O)N5CC(OC)C5)cc4OC)cc3c2)cn1,COCCN1C=C(C2=CC=C3C=NC(NC4=CC=C(C(=O)N5CC(OC)C5)C=C4OC)=CC3=C2)C=N1,LWWBINHUPURNQH-UHFFFAOYSA-N,1
684,TTK_1328,COc1cc(C(=O)N2CC(OC)C2)ccc1Cc1cc2cc(-c3cnn(CC(O)C(C)C)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1CC1=CC2=CC(C3=CN(CC(O)C(C)C)N=C3)=CC=C2C=N1,AOCCFZUTDVYJTO-UHFFFAOYSA-N,1
685,TTK_1329,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)OC)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)OC)N=C3)=CC=C2C=N1,UNBXHRLXVWHKKU-UHFFFAOYSA-N,1
686,TTK_1330,C=C(c1cc2cc(-c3cnn(CC(O)C(F)(F)F)c3)ccc2cn1)c1ccc(C(=O)N2CC(OC)C2)cc1OC,C=C(C1=CC2=CC(C3=CN(CC(O)C(F)(F)F)N=C3)=CC=C2C=N1)C1=CC=C(C(=O)N2CC(OC)C2)C=C1OC,YEBGPLRXCMEKND-UHFFFAOYSA-N,1
687,TTK_1331,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(C(C)C(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(C(C)C(C)(C)O)N=C3)=CC=C2C=N1,CKPSLZSKRQIBFL-UHFFFAOYSA-N,1
688,TTK_1334,COCC(Cn1cc(-c2ccc3cnc(Nc4ccc(C(=O)N5CC(OC)C5)cc4OC)cc3c2)cn1)OC,COCC(CN1C=C(C2=CC=C3C=NC(NC4=CC=C(C(=O)N5CC(OC)C5)C=C4OC)=CC3=C2)C=N1)OC,QRKVHMWLEYSOMS-UHFFFAOYSA-N,1
689,TTK_1335,COc1cc(S(=O)(=O)N(C)C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(S(=O)(=O)N(C)C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,MTLDWTZAJRMCHM-UHFFFAOYSA-N,1
690,TTK_1336,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC(O)CO)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(O)CO)N=C3)=CC=C2C=N1,FKXKTIVWIYXDID-UHFFFAOYSA-N,1
691,TTK_1337,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(C4COCC4O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(C4COCC4O)N=C3)=CC=C2C=N1,BWOPVGWVVWRKBB-UHFFFAOYSA-N,1
692,TTK_1338,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(C4CCCC4O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(C4CCCC4O)N=C3)=CC=C2C=N1,OEJJTGBPFAXDHG-UHFFFAOYSA-N,1
693,TTK_1339,COc1cc(-c2cnc(C#N)n2C)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C#N)N2C)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,NLWSOZFGFLYLNG-UHFFFAOYSA-N,1
694,TTK_1341,COCC1CN(C(=O)c2ccc(Oc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)c(OC)c2)C1,COCC1CN(C(=O)C2=CC=C(OC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C(OC)=C2)C1,SULROTQWZCADSC-UHFFFAOYSA-N,1
695,TTK_1342,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC4(O)CCC4)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC4(O)CCC4)N=C3)=CC=C2C=N1,OSBOAGJQMJPXNT-UHFFFAOYSA-N,1
696,TTK_1343,CCOc1cc(-c2nncn2C)ccc1Nc1cc2cc(-c3cnn(CC4(O)CCC4)c3)ccc2cn1,CCOC1=CC(C2=NN=CN2C)=CC=C1NC1=CC2=CC(C3=CN(CC4(O)CCC4)N=C3)=CC=C2C=N1,CISPDRPYMFFYET-UHFFFAOYSA-N,1
697,TTK_1345,CNC(=O)c1ccc2cnc(Nc3ccc(-c4cnc(C)n4C)cc3OC)cc2c1,CNC(=O)C1=CC=C2C=NC(NC3=CC=C(C4=CN=C(C)N4C)C=C3OC)=CC2=C1,AMMNQRXKRBASPP-UHFFFAOYSA-N,1
698,TTK_1346,COC1CN(C(=O)c2ccc(Nc3cc4cc(-c5cnn(CC(C)(C)O)c5)ccc4cn3)c(OC(F)F)c2)C1,COC1CN(C(=O)C2=CC=C(NC3=CC4=CC(C5=CN(CC(C)(C)O)N=C5)=CC=C4C=N3)C(OC(F)F)=C2)C1,QCNPMADUTHXGGT-UHFFFAOYSA-N,1
699,TTK_1347,CCOc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,CCOC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,KDQSBJSLGKAMSI-UHFFFAOYSA-N,1
700,TTK_1348,COc1cc(C(=O)N2CC(F)(F)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(F)(F)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,FNAQGHJSHRZHNV-UHFFFAOYSA-N,1
701,TTK_1349,Cc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,CC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,YGGGUDUBMNEHAA-UHFFFAOYSA-N,1
702,TTK_1350,COc1cc(C(=O)N2CC3(CCOC3)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CC3(CCOC3)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,ZODXCUDVMUSVPZ-UHFFFAOYSA-N,1
703,TTK_1351,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cn(CC(C)(C)O)nn3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=N3)=CC=C2C=N1,CPDGKSIPMBWCGK-UHFFFAOYSA-N,1
704,TTK_1352,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)n3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=CC(C3=NN(CC(C)(C)O)N=C3)=CC=C2C=N1,INSRKQJEWKCHOX-UHFFFAOYSA-N,1
705,TTK_1353,COc1cc(-c2cnc(C)n2C)ccc1Cc1cc2cc(-c3cnn(C[C@H](C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1CC1=CC2=CC(C3=CN(C[C@H](C)O)N=C3)=CC=C2C=N1,OOJAVDZUYOFKAS-SFHVURJKSA-N,1
706,TTK_1354,COc1cc(-c2cnc(C)n2C)ccc1Cc1cc2cc(-c3cnn(C[C@@H](C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1CC1=CC2=CC(C3=CN(C[C@@H](C)O)N=C3)=CC=C2C=N1,OOJAVDZUYOFKAS-GOSISDBHSA-N,1
707,TTK_1355,COc1cc(-c2cnn(C)c2)ccc1Nc1cc2nc(-c3cnn(C)c3)ccc2cn1,COC1=CC(C2=CN(C)N=C2)=CC=C1NC1=CC2=NC(C3=CN(C)N=C3)=CC=C2C=N1,QHFYAIHPKQHJJI-UHFFFAOYSA-N,1
708,TTK_1356,Cc1cc(-c2cnn(C)c2)ccc1Nc1cc2nc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,CC1=CC(C2=CN(C)N=C2)=CC=C1NC1=CC2=NC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,DXVOURKOHVLXIG-UHFFFAOYSA-N,1
709,TTK_1357,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2nc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=NC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,BWECVQBVHNDUEB-UHFFFAOYSA-N,1
710,TTK_1358,CCOc1cc(-c2nncn2C)ccc1Nc1cc2nc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,CCOC1=CC(C2=NN=CN2C)=CC=C1NC1=CC2=NC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,MHHKAXZAQKJTKT-UHFFFAOYSA-N,1
711,TTK_1359,COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2nc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C(=O)N2CC(OC)C2)=CC=C1NC1=CC2=NC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,ROVOUNOESIABSA-UHFFFAOYSA-N,1
712,TTK_1360,COc1cc(-c2nncn2C)ccc1Nc1cc2nc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NN=CN2C)=CC=C1NC1=CC2=NC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,KKRPNCHECRCUJR-UHFFFAOYSA-N,1
713,TTK_1361,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2nc(-c3cnn(CC4(O)CCC4)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=NC(C3=CN(CC4(O)CCC4)N=C3)=CC=C2C=N1,JUNHHUALAJRVGQ-UHFFFAOYSA-N,1
714,TTK_1363,CNC(=O)c1ccc2cnc(Nc3ccc(-c4cnn(C)c4)cc3OC)cc2n1,CNC(=O)C1=CC=C2C=NC(NC3=CC=C(C4=CN(C)N=C4)C=C3OC)=CC2=N1,IJIIMQHYHCHRBA-UHFFFAOYSA-N,1
715,TTK_1364,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(CC(O)CO)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(CC(O)CO)N=C3)=CC=C2C=N1,LWTIXMZJRWOTQW-UHFFFAOYSA-N,1
716,TTK_1365,COc1cc(-c2cnc(C)n2CC2CCCCC2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2CC2CCCCC2)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,IZWMVOZFJQXDHD-UHFFFAOYSA-N,1
717,TTK_1366,COc1cc(-c2cnc3n2CCC=CC3)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=CN=C3CC=CCCN23)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,JQSNQEONDYGZGU-UHFFFAOYSA-N,1
718,TTK_1367,COc1cc(-c2nnc3n2CCNC3)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1,COC1=CC(C2=NN=C3CNCCN32)=CC=C1NC1=CC2=CC(C3=CN(CC(C)(C)O)N=C3)=CC=C2C=N1,NVBHGENLPOLBHJ-UHFFFAOYSA-N,1
719,TTK_1368,COc1cc(-c2cnc(C)n2C)ccc1Nc1cc2cc(-c3cnn(C4CCNCC4)c3)ccc2cn1,COC1=CC(C2=CN=C(C)N2C)=CC=C1NC1=CC2=CC(C3=CN(C4CCNCC4)N=C3)=CC=C2C=N1,LPBCSKHTHLWMAT-UHFFFAOYSA-N,1
720,TTK_1381,Cc1cc(-c2cnc3c(NCCC(F)(F)F)cc(C(O)c4cc(F)ccc4F)nn23)ccc1C(=O)NC1CC1,CC1=CC(C2=CN=C3C(NCCC(F)(F)F)=CC(C(O)C4=CC(F)=CC=C4F)=NN23)=CC=C1C(=O)NC1CC1,FXMKHYPZZXYEFF-UHFFFAOYSA-N,1
721,TTK_1396,COc1cc(C(=O)N2CCOCC2)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)nn2n1,COC1=CC(C(=O)N2CCOCC2)=CC=C1NC1=NN2N=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=CC2=N1,WXNJSKBJYCASBG-UHFFFAOYSA-N,1
722,TTK_1397,COc1cc(C(C)(C)O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)nn2n1,COC1=CC(C(C)(C)O)=CC=C1NC1=NN2N=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=CC2=N1,OZXGOWMRCZTWRH-UHFFFAOYSA-N,1
723,TTK_1398,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)nn2n1,COC1=CC(S(C)(=O)=O)=CC=C1NC1=NN2N=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=CC2=N1,FTHKRVLPUNKBHM-UHFFFAOYSA-N,1
724,TTK_1399,N#Cc1ccccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1,N#CC1=CC=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)N=CC2=N1,MXCMQCVQNITGSU-UHFFFAOYSA-N,1
725,TTK_1400,N#Cc1c(F)cccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1,N#CC1=C(F)C=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)N=CC2=N1,WWOXMYJBGONFBX-UHFFFAOYSA-N,1
726,TTK_1401,N#Cc1ccccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccccc4)cc3)cn2n1,N#CC1=CC=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=CC=C4)C=C3)N=CC2=N1,DEIAFKNEEQZKLU-UHFFFAOYSA-N,1
727,TTK_1402,COc1cc(N2CCN(C)CC2)ccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1,COC1=CC(N2CCN(C)CC2)=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)N=CC2=N1,MCUHRUGSVLINSY-UHFFFAOYSA-N,1
728,TTK_1403,N#Cc1c(F)cccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccccc4)cc3)cn2n1,N#CC1=C(F)C=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=CC=C4)C=C3)N=CC2=N1,BYFJVILAJJMUOV-UHFFFAOYSA-N,1
729,TTK_1404,N#Cc1ccccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)c(F)c4)cc3)cn2n1,N#CC1=CC=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C(F)=C4)C=C3)N=CC2=N1,ARSUMMMVPXIYKD-UHFFFAOYSA-N,1
730,TTK_1405,N#Cc1c(F)cccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)c(F)c4)cc3)cn2n1,N#CC1=C(F)C=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C(F)=C4)C=C3)N=CC2=N1,TYWOUHONVWIPFP-UHFFFAOYSA-N,1
731,TTK_1406,COc1cc(S(C)(=O)=O)ccc1Nc1nc2cnc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1,COC1=CC(S(C)(=O)=O)=CC=C1NC1=NN2C=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)N=CC2=N1,KLKDDFTYRWXKEX-UHFFFAOYSA-N,1
732,TTK_1416,COc1cc(C(=O)N2CCOCC2)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cc2s1,COC1=CC(C(=O)N2CCOCC2)=CC=C1NC1=NC2=CC=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=C2S1,JUIDUAMVRFIWJL-UHFFFAOYSA-N,1
733,TTK_1417,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cc2s1,COC1=CC(S(C)(=O)=O)=CC=C1NC1=NC2=CC=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=C2S1,FRNRTRYCFMEQLL-UHFFFAOYSA-N,1
734,TTK_1418,Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cc2s1,NC1=NC2=CC=C(C3=CC=C(NC(=O)CC4=CC=C(F)C=C4)C=C3)C=C2S1,KTJLANYRFPUWGX-UHFFFAOYSA-N,1
