SMILES,Name,Aromatic_SMILES,Kekulized_SMILES,InChiKey
CCc1ccc(cc1)[C@@H](CNC(=O)c2c(c3c(=O)[nH]c(nc3s2)Cc4ccccc4)C)N(C)C,Decoys_1428,CCc1ccc([C@@H](CNC(=O)c2sc3nc(Cc4ccccc4)[nH]c(=O)c3c2C)N(C)C)cc1,CCC1=CC=C([C@@H](CNC(=O)C2=C(C)C3=C(N=C(CC4=CC=CC=C4)NC3=O)S2)N(C)C)C=C1,DUXJMGGVLQACKA-OAQYLSRUSA-N
c1ccc(c(c1)c2csc3c2c(nc(n3)C[NH+](C[C@@H](COc4ccc(cc4)Cl)O)C5CC5)[O-])F,Decoys_1429,[O-]c1nc(C[NH+](C[C@H](O)COc2ccc(Cl)cc2)C2CC2)nc2scc(-c3ccccc3F)c12,[O-]C1=NC(C[NH+](C[C@H](O)COC2=CC=C(Cl)C=C2)C2CC2)=NC2=C1C(C1=CC=CC=C1F)=CS2,HWPUNOMMKRDDKG-KRWDZBQOSA-N
CCCCNC(=O)[C@@H](c1ccc(cc1)O)N(c2cccc(c2)Cl)C(=O)[C@H](c3ccccc3)OC,Decoys_1430,CCCCNC(=O)[C@@H](c1ccc(O)cc1)N(C(=O)[C@@H](OC)c1ccccc1)c1cccc(Cl)c1,CCCCNC(=O)[C@@H](C1=CC=C(O)C=C1)N(C(=O)[C@@H](OC)C1=CC=CC=C1)C1=CC=CC(Cl)=C1,ZWNHURRPSNQQEJ-RPBOFIJWSA-N
Cc1ccc(o1)CN([C@H](c2ccc(cc2)O)C(=O)NC(C)(C)CC(C)(C)C)C(=O)c3ccccc3Cl,Decoys_1431,Cc1ccc(CN(C(=O)c2ccccc2Cl)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c2ccc(O)cc2)o1,CC1=CC=C(CN(C(=O)C2=CC=CC=C2Cl)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)C2=CC=C(O)C=C2)O1,RHWNRZBSLZHSKS-RUZDIDTESA-N
CC[C@]1(C(=O)N(C(=O)N1)CC(=O)NCCC(c2ccccc2)c3ccccc3)c4ccc(cc4)Cl,Decoys_1432,CC[C@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)NCCC(c2ccccc2)c2ccccc2)C1=O,CC[C@]1(C2=CC=C(Cl)C=C2)NC(=O)N(CC(=O)NCCC(C2=CC=CC=C2)C2=CC=CC=C2)C1=O,KFGNZPXZEJYDDW-MUUNZHRXSA-N
c1ccc(cc1)COC(=O)NCC(=O)Nc2ccc(cc2C(=O)c3ccccc3Cl)Br,Decoys_1433,O=C(CNC(=O)OCc1ccccc1)Nc1ccc(Br)cc1C(=O)c1ccccc1Cl,O=C(CNC(=O)OCC1=CC=CC=C1)NC1=CC=C(Br)C=C1C(=O)C1=CC=CC=C1Cl,UUVMBSLUADQXIC-UHFFFAOYSA-N
CCOc1ccc(cc1)[C@H]2c3ccc(cc3OC(=C2C#N)N)OC(=O)C(c4ccccc4)c5ccccc5,Decoys_1434,CCOc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(OC(=O)C(c4ccccc4)c4ccccc4)ccc32)cc1,CCOC1=CC=C([C@H]2C3=CC=C(OC(=O)C(C4=CC=CC=C4)C4=CC=CC=C4)C=C3OC(N)=C2C#N)C=C1,YECLEOHMALZVLX-PMERELPUSA-N
c1cc(cc(c1)/C=N/NC(=O)CCCC(=O)N/N=C/c2cc(ccc2)Br)Br,Decoys_1435,O=C(CCCC(=O)N/N=C/c1cccc(Br)c1)N/N=C/c1cccc(Br)c1,O=C(CCCC(=O)N/N=C/C1=CC(Br)=CC=C1)N/N=C/C1=CC=CC(Br)=C1,VKUKPQFINXMOGP-FWSOMWAYSA-N
CCCc1ccc(cc1)[C@H](c2cccs2)N[C@@H](C)C(=O)Nc3c(n(n(c3=O)c4ccccc4)C)C,Decoys_1436,CCCc1ccc([C@@H](N[C@@H](C)C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c2cccs2)cc1,CCCC1=CC=C([C@@H](N[C@@H](C)C(=O)NC2=C(C)N(C)N(C3=CC=CC=C3)C2=O)C2=CC=CS2)C=C1,ATIKYBJPOGMRCZ-AFMDSPMNSA-N
CCCc1ccc(cc1)[C@H](c2cccs2)N[C@H](C)C(=O)Nc3c(n(n(c3=O)c4ccccc4)C)C,Decoys_1437,CCCc1ccc([C@@H](N[C@H](C)C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c2cccs2)cc1,CCCC1=CC=C([C@@H](N[C@H](C)C(=O)NC2=C(C)N(C)N(C3=CC=CC=C3)C2=O)C2=CC=CS2)C=C1,ATIKYBJPOGMRCZ-NIYFSFCBSA-N
CCCSc1ncc(c(n1)C(=O)N[C@@H](CCSC)C(=O)Nc2ccc(cc2C)C)Br,Decoys_1438,CCCSc1ncc(Br)c(C(=O)N[C@@H](CCSC)C(=O)Nc2ccc(C)cc2C)n1,CCCSC1=NC=C(Br)C(C(=O)N[C@@H](CCSC)C(=O)NC2=CC=C(C)C=C2C)=N1,RQFQCQXLHGWCIP-KRWDZBQOSA-N
COc1ccc2c(c1)c(c[nH]2)CCN3[C@@H](C(=C(C3=O)O)C(=O)/C=C/c4ccccc4)c5ccccc5Cl,Decoys_1439,COc1ccc2[nH]cc(CCN3C(=O)C(O)=C(C(=O)/C=C/c4ccccc4)[C@H]3c3ccccc3Cl)c2c1,COC1=CC=C2NC=C(CCN3C(=O)C(O)=C(C(=O)/C=C/C4=CC=CC=C4)[C@H]3C3=CC=CC=C3Cl)C2=C1,WJWMQLIBEDFQAU-FUCFDFLFSA-N
CC[C@H](C)Oc1c(cc(cc1Br)/C=C(\C#N)/C(=O)NCCc2c[nH]c3c2cccc3)OCC,Decoys_1440,CCOc1cc(/C=C(\C#N)C(=O)NCCc2c[nH]c3ccccc23)cc(Br)c1O[C@@H](C)CC,CCOC1=C(O[C@@H](C)CC)C(Br)=CC(/C=C(\C#N)C(=O)NCCC2=CNC3=C2C=CC=C3)=C1,WRICQQLPLBYPCS-RONKMWSCSA-N
CCOc1cc(cc(c1O)CC=C)/C=N/NC(=O)COc2ccc(cc2Br)Br,Decoys_1441,C=CCc1cc(/C=N/NC(=O)COc2ccc(Br)cc2Br)cc(OCC)c1O,C=CCC1=C(O)C(OCC)=CC(/C=N/NC(=O)COC2=CC=C(Br)C=C2Br)=C1,BNMPQOXZSFFQHH-FOKLQQMPSA-N
COC(=O)c1c2c(sc1NC(=S)Nc3ccn(n3)Cc4cccc5c4cccc5)CCCC2,Decoys_1442,COC(=O)c1c(NC(=S)Nc2ccn(Cc3cccc4ccccc34)n2)sc2c1CCCC2,COC(=O)C1=C(NC(=S)NC2=NN(CC3=CC=CC4=C3C=CC=C4)C=C2)SC2=C1CCCC2,RVWZDJLUSXFJBE-UHFFFAOYSA-N
c1ccc(cc1)CCCSc2nnc(s2)NC(=O)c3cccc(c3)NC(=O)c4ccccc4,Decoys_1443,O=C(Nc1cccc(C(=O)Nc2nnc(SCCCc3ccccc3)s2)c1)c1ccccc1,O=C(NC1=CC(C(=O)NC2=NN=C(SCCCC3=CC=CC=C3)S2)=CC=C1)C1=CC=CC=C1,DMJFOTSYPPLELD-UHFFFAOYSA-N
C[C@H](C(=O)N/N=C/c1ccc(cc1)OCC(=O)NCc2ccccc2)Sc3ccc(cc3)Cl,Decoys_1444,C[C@@H](Sc1ccc(Cl)cc1)C(=O)N/N=C/c1ccc(OCC(=O)NCc2ccccc2)cc1,C[C@@H](SC1=CC=C(Cl)C=C1)C(=O)N/N=C/C1=CC=C(OCC(=O)NCC2=CC=CC=C2)C=C1,COLBXCLVRIDJBL-GBYSFBBLSA-N
C[C@H](c1ccccc1)NC(=O)COc2ccc(cc2)/C=N/NC(=O)C(c3ccccc3)c4ccccc4,Decoys_1445,C[C@@H](NC(=O)COc1ccc(/C=N/NC(=O)C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C[C@@H](NC(=O)COC1=CC=C(/C=N/NC(=O)C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,JIVTZQYSTSJUHB-ICWYPFNYSA-N
c1ccc(cc1)c2c(sc(n2)N3CCOCC3)/C=N\NC(=S)Nc4cccc(c4)C(F)(F)F,Decoys_1446,FC(F)(F)c1cccc(NC(=S)N/N=C\c2sc(N3CCOCC3)nc2-c2ccccc2)c1,FC(F)(F)C1=CC(NC(=S)N/N=C\C2=C(C3=CC=CC=C3)N=C(N3CCOCC3)S2)=CC=C1,YFDADDSMSVQVQO-WGARJPEWSA-N
CC[NH+](CC)c1ccc(cc1)/C=C\2/C(=O)c3ccc4c(c3O2)C[NH+](CO4)CCc5ccccc5OC,Decoys_1447,CC[NH+](CC)c1ccc(/C=C2\Oc3c(ccc4c3C[NH+](CCc3ccccc3OC)CO4)C2=O)cc1,CC[NH+](CC)C1=CC=C(/C=C2\OC3=C4C[NH+](CCC5=CC=CC=C5OC)COC4=CC=C3C2=O)C=C1,RFQVDBQAMPYHOP-VEILYXNESA-P
COc1cc(ccc1OCc2ccccc2Cl)/C=N\NC(=O)C(c3ccccc3)(c4ccccc4)O,Decoys_1448,COc1cc(/C=N\NC(=O)C(O)(c2ccccc2)c2ccccc2)ccc1OCc1ccccc1Cl,COC1=CC(/C=N\NC(=O)C(O)(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1OCC1=CC=CC=C1Cl,UNKSNHXLRFAUTE-DXJNIWACSA-N
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2/C=N/NP(=O)(c3ccccc3)c4ccccc4,Decoys_1449,Cc1ccc(S(=O)(=O)Nc2ccccc2/C=N/NP(=O)(c2ccccc2)c2ccccc2)cc1,CC1=CC=C(S(=O)(=O)NC2=CC=CC=C2/C=N/NP(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,COTXWMMYOZPNQU-NHFJDJAPSA-N
Cc1ccccc1c2csc3c2c(nc(n3)C[NH+](C[C@H](COc4ccc(cc4)Cl)O)C5CC5)[O-],Decoys_1450,Cc1ccccc1-c1csc2nc(C[NH+](C[C@@H](O)COc3ccc(Cl)cc3)C3CC3)nc([O-])c12,CC1=CC=CC=C1C1=CSC2=C1C([O-])=NC(C[NH+](C[C@@H](O)COC1=CC=C(Cl)C=C1)C1CC1)=N2,OBISNAFSKGTRKR-LJQANCHMSA-N
CCOC(=O)C1=c2n(c(=O)/c(=C/c3ccc(cc3)O)/s2)C(=C([C@@H]1c4ccc(cc4)O)C(=O)OC)N,Decoys_1451,CCOC(=O)C1=c2s/c(=C\c3ccc(O)cc3)c(=O)n2C(N)=C(C(=O)OC)[C@@H]1c1ccc(O)cc1,CCOC(=O)C1=C2S/C(=C\C3=CC=C(O)C=C3)C(=O)N2C(N)=C(C(=O)OC)[C@@H]1C1=CC=C(O)C=C1,XAJVVINKSLDORG-FSEPTYSPSA-N
C[C@@]12CC[C@H]([C@@]([C@@H]1CC[C@H]([C@H]2CC(=O)N3CC[C@H](C3)O)O)(C)CO)OC(=O)Nc4cccc(c4)SC,Decoys_1452,CSc1cccc(NC(=O)O[C@@H]2CC[C@@]3(C)[C@H](CC(=O)N4CC[C@@H](O)C4)[C@H](O)CC[C@H]3[C@]2(C)CO)c1,CSC1=CC(NC(=O)O[C@@H]2CC[C@@]3(C)[C@H](CC(=O)N4CC[C@@H](O)C4)[C@H](O)CC[C@H]3[C@]2(C)CO)=CC=C1,FCYCHHPRDNBMRN-OXHCNGLLSA-N
c1ccc2c(c1)nc(c(n2)NS(=O)(=O)c3ccc(s3)Cl)Nc4ccc(cc4)S(=O)(=O)N,Decoys_1453,NS(=O)(=O)c1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(Cl)s2)cc1,NS(=O)(=O)C1=CC=C(NC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C2=CC=C(Cl)S2)C=C1,GSPXKOITBABHLZ-UHFFFAOYSA-N
CC(C)OC(=O)C1=c2n(c(=O)/c(=C/c3ccc(cc3)O)/s2)C(=C([C@H]1c4ccc(cc4)O)C#N)N,Decoys_1454,CC(C)OC(=O)C1=c2s/c(=C\c3ccc(O)cc3)c(=O)n2C(N)=C(C#N)[C@H]1c1ccc(O)cc1,CC(C)OC(=O)C1=C2S/C(=C\C3=CC=C(O)C=C3)C(=O)N2C(N)=C(C#N)[C@H]1C1=CC=C(O)C=C1,UXZSHVIFAQOUGJ-DEWISIQVSA-N
c1cc(oc1)CNS(=O)(=O)c2ccc-3c(c2)C(=NN)c4c3ccc(c4)S(=O)(=O)NCc5ccco5,Decoys_1455,NN=C1c2cc(S(=O)(=O)NCc3ccco3)ccc2-c2ccc(S(=O)(=O)NCc3ccco3)cc21,NN=C1C2=CC(S(=O)(=O)NCC3=CC=CO3)=CC=C2C2=C1C=C(S(=O)(=O)NCC1=CC=CO1)C=C2,IMIQHQKSFDXVSS-UHFFFAOYSA-N
c1ccc(cc1)Cn2c(c(c(=O)[nH]c2=O)N(CCC3=CCCCC3)CC(=O)Nc4ccccc4)N,Decoys_1456,Nc1c(N(CCC2=CCCCC2)CC(=O)Nc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1,NC1=C(N(CCC2=CCCCC2)CC(=O)NC2=CC=CC=C2)C(=O)NC(=O)N1CC1=CC=CC=C1,NNYZLSNAWKOENB-UHFFFAOYSA-N
CCCn1c(c(c(=O)[nH]c1=O)C(=O)CSc2[nH]c(c(n2)c3cccs3)c4cccs4)N,Decoys_1457,CCCn1c(N)c(C(=O)CSc2nc(-c3cccs3)c(-c3cccs3)[nH]2)c(=O)[nH]c1=O,CCCN1C(=O)NC(=O)C(C(=O)CSC2=NC(C3=CC=CS3)=C(C3=CC=CS3)N2)=C1N,OLCHSRYFXLLNFW-UHFFFAOYSA-N
Cc1cccc(c1)NC(=O)c2c(c3ccccc3o2)NC(=O)C(=O)NCCc4c[nH]c5c4cccc5,Decoys_1458,Cc1cccc(NC(=O)c2oc3ccccc3c2NC(=O)C(=O)NCCc2c[nH]c3ccccc23)c1,CC1=CC=CC(NC(=O)C2=C(NC(=O)C(=O)NCCC3=CNC4=C3C=CC=C4)C3=CC=CC=C3O2)=C1,KWSKVYCGAAVKAL-UHFFFAOYSA-N
CCN(CC(=O)N1c2ccccc2NC(=O)C[C@@H]1C)c3c(n(c(=O)[nH]c3=O)Cc4ccccc4)N,Decoys_1459,CCN(CC(=O)N1c2ccccc2NC(=O)C[C@@H]1C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,CCN(CC(=O)N1C2=CC=CC=C2NC(=O)C[C@@H]1C)C1=C(N)N(CC2=CC=CC=C2)C(=O)NC1=O,GWTWERNXQVTWND-INIZCTEOSA-N
CCOC(=O)C1=c2n(c(=O)/c(=C\c3ccc(cc3)O)/s2)C(=C([C@@H]1c4ccc(cc4)O)C(=O)OC)N,Decoys_1460,CCOC(=O)C1=c2s/c(=C/c3ccc(O)cc3)c(=O)n2C(N)=C(C(=O)OC)[C@@H]1c1ccc(O)cc1,CCOC(=O)C1=C2S/C(=C/C3=CC=C(O)C=C3)C(=O)N2C(N)=C(C(=O)OC)[C@@H]1C1=CC=C(O)C=C1,XAJVVINKSLDORG-WQJNHMDYSA-N
COc1cc(cc(c1OC)OC)[C@@H]2c3c(nc(nc3OC(=C2C#N)N)SCc4ccccc4Cl)N,Decoys_1461,COc1cc([C@H]2C(C#N)=C(N)Oc3nc(SCc4ccccc4Cl)nc(N)c32)cc(OC)c1OC,COC1=CC([C@H]2C(C#N)=C(N)OC3=NC(SCC4=CC=CC=C4Cl)=NC(N)=C32)=CC(OC)=C1OC,QWZLEIXQRRBPCW-SFHVURJKSA-N
c1cc(ccc1NC(=O)c2ccc(cc2Cl)Cl)S(=O)(=O)Nc3ccc(cc3)S(=O)(=O)N,Decoys_1462,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)cc3Cl)cc2)cc1,NS(=O)(=O)C1=CC=C(NS(=O)(=O)C2=CC=C(NC(=O)C3=CC=C(Cl)C=C3Cl)C=C2)C=C1,XZUSQZBJHQCUQQ-UHFFFAOYSA-N
c1ccc(c(c1)c2nnc(n2c3cccc(c3)C(F)(F)F)SCc4nc(nc(n4)N)N)Cl,Decoys_1463,Nc1nc(N)nc(CSc2nnc(-c3ccccc3Cl)n2-c2cccc(C(F)(F)F)c2)n1,NC1=NC(N)=NC(CSC2=NN=C(C3=CC=CC=C3Cl)N2C2=CC=CC(C(F)(F)F)=C2)=N1,XHLGMUVZMWTXFX-UHFFFAOYSA-N
c1ccc(cc1)C2(C(=O)N(C(=O)N2)CC(=O)Nc3ccccc3SCC(=O)N)c4ccccc4,Decoys_1464,NC(=O)CSc1ccccc1NC(=O)CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,NC(=O)CSC1=CC=CC=C1NC(=O)CN1C(=O)NC(C2=CC=CC=C2)(C2=CC=CC=C2)C1=O,SAJOYQAMMRHASJ-UHFFFAOYSA-N
c1ccc2c(c1)cccc2/C=N/Nc3nnc(n3N)SCC(=O)NCCc4ccc(cc4)Cl,Decoys_1465,Nn1c(N/N=C/c2cccc3ccccc23)nnc1SCC(=O)NCCc1ccc(Cl)cc1,NN1C(N/N=C/C2=CC=CC3=CC=CC=C32)=NN=C1SCC(=O)NCCC1=CC=C(Cl)C=C1,DBKMFFDCJWVARK-MZJWZYIUSA-N
Cc1ccc(cc1)S(=O)(=O)N=C2C=C(C(=O)c3c2cccc3)NNC(=O)c4cc(cc(c4)O)O,Decoys_1466,Cc1ccc(S(=O)(=O)N=C2C=C(NNC(=O)c3cc(O)cc(O)c3)C(=O)c3ccccc32)cc1,CC1=CC=C(S(=O)(=O)N=C2C=C(NNC(=O)C3=CC(O)=CC(O)=C3)C(=O)C3=C2C=CC=C3)C=C1,HVFIQUNGCQKIAX-UHFFFAOYSA-N
Cc1cc(no1)N2[C@@H](C(=C(C2=O)O)C(=O)c3c(c([nH]c3C)C(=O)N)C)c4ccc(cc4)C(C)(C)C,Decoys_1467,Cc1cc(N2C(=O)C(O)=C(C(=O)c3c(C)[nH]c(C(N)=O)c3C)[C@H]2c2ccc(C(C)(C)C)cc2)no1,CC1=CC(N2C(=O)C(O)=C(C(=O)C3=C(C)NC(C(N)=O)=C3C)[C@H]2C2=CC=C(C(C)(C)C)C=C2)=NO1,HKVWTVABQSUIGT-OAQYLSRUSA-N
c1ccc2c(c1)c(c[nH]2)[C@@H](CNC(=O)CNC(=O)CNC(=O)c3ccco3)c4ccccc4Cl,Decoys_1468,O=C(CNC(=O)CNC(=O)c1ccco1)NC[C@@H](c1ccccc1Cl)c1c[nH]c2ccccc12,O=C(CNC(=O)CNC(=O)C1=CC=CO1)NC[C@@H](C1=CC=CC=C1Cl)C1=CNC2=CC=CC=C21,QQPBVOWHAVLPHQ-SFHVURJKSA-N
c1cc(oc1)[C@@H]2C[C@@H](N3C(=[NH+]2)C=C(N3)/C(=N/c4c(c5c(s4)CCCC5)C(=O)N)/[O-])C(F)(F)F,Decoys_1469,NC(=O)c1c(/N=C(\[O-])C2=CC3=[NH+][C@H](c4ccco4)C[C@H](C(F)(F)F)N3N2)sc2c1CCCC2,NC(=O)C1=C(/N=C(\[O-])C2=CC3=[NH+][C@H](C4=CC=CO4)C[C@H](C(F)(F)F)N3N2)SC2=C1CCCC2,DPPNHCJVPSIHSD-XHDPSFHLSA-N
C[C@@H](C(C)(C)O)Nc1cc2c(nc1)N([C@@H]([C@@H]2NC(=O)C)C(=O)OC)CCc3c[nH]c4c3cccc4,Decoys_1470,COC(=O)[C@@H]1[C@H](NC(C)=O)c2cc(N[C@@H](C)C(C)(C)O)cnc2N1CCc1c[nH]c2ccccc12,COC(=O)[C@@H]1[C@H](NC(C)=O)C2=C(N=CC(N[C@@H](C)C(C)(C)O)=C2)N1CCC1=CNC2=C1C=CC=C2,IWMPKEPGSJMABF-BJQRDSPESA-N
Cc1cccc(c1)N2[C@@H](NN=C2SCC(=O)Nc3cccc(c3C)C)Cc4cc(=O)[nH]c(=O)[nH]4,Decoys_1471,Cc1cccc(N2C(SCC(=O)Nc3cccc(C)c3C)=NN[C@H]2Cc2cc(=O)[nH]c(=O)[nH]2)c1,CC1=CC=CC(N2C(SCC(=O)NC3=CC=CC(C)=C3C)=NN[C@H]2CC2=CC(=O)NC(=O)N2)=C1,GFQUODUYOHYGGW-HXUWFJFHSA-N
Cc1cccc(c1)N2[C@H](NN=C2SCC(=O)NCc3ccccc3Cl)Cc4cc(=O)[nH]c(=O)[nH]4,Decoys_1472,Cc1cccc(N2C(SCC(=O)NCc3ccccc3Cl)=NN[C@@H]2Cc2cc(=O)[nH]c(=O)[nH]2)c1,CC1=CC=CC(N2C(SCC(=O)NCC3=CC=CC=C3Cl)=NN[C@@H]2CC2=CC(=O)NC(=O)N2)=C1,JFZCNZQNZCNRAV-IBGZPJMESA-N
CCOc1ccc(cc1)N2[C@H](NN=C2SCC(=O)Nc3ccccc3)Cc4cc(=O)[nH]c(=O)[nH]4,Decoys_1473,CCOc1ccc(N2C(SCC(=O)Nc3ccccc3)=NN[C@@H]2Cc2cc(=O)[nH]c(=O)[nH]2)cc1,CCOC1=CC=C(N2C(SCC(=O)NC3=CC=CC=C3)=NN[C@@H]2CC2=CC(=O)NC(=O)N2)C=C1,QGGWDSNOHPYHJP-IBGZPJMESA-N
CC(C)(C)c1ccc(cc1)OCCCn2c3ccccc3nc2S[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,Decoys_1474,CC(C)(C)c1ccc(OCCCn2c(S[C@@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)nc3ccccc32)cc1,CC(C)(C)C1=CC=C(OCCCN2C3=CC=CC=C3N=C2S[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)C=C1,HCSICQAAISBCAU-LSDVVMKASA-N
CCN1[C@H](NN[C@@H]1SCc2[nH]c(=O)c3ccccc3n2)CC(=O)Nc4cccc(c4Cl)Cl,Decoys_1475,CCN1[C@@H](CC(=O)Nc2cccc(Cl)c2Cl)NN[C@@H]1SCc1nc2ccccc2c(=O)[nH]1,CCN1[C@@H](CC(=O)NC2=CC=CC(Cl)=C2Cl)NN[C@@H]1SCC1=NC2=CC=CC=C2C(=O)N1,BOZKOOMEJMOWPE-UWJYYQICSA-N
Cc1cc(c(c(c1)O)c2c3c([nH]n2)C(=O)N([C@@H]3c4cc(c(c(c4)Br)O)OC)CCCO)C,Decoys_1476,COc1cc([C@@H]2c3c(-c4c(C)cc(C)cc4O)n[nH]c3C(=O)N2CCCO)cc(Br)c1O,COC1=C(O)C(Br)=CC([C@@H]2C3=C(NN=C3C3=C(C)C=C(C)C=C3O)C(=O)N2CCCO)=C1,VQHPWLZDEZHXPL-OAQYLSRUSA-N
CCN(CC)S(=O)(=O)c1ccc(cc1)Nc2c(c(ncn2)Nc3ccc(cn3)Br)N,Decoys_1477,CCN(CC)S(=O)(=O)c1ccc(Nc2ncnc(Nc3ccc(Br)cn3)c2N)cc1,CCN(CC)S(=O)(=O)C1=CC=C(NC2=C(N)C(NC3=CC=C(Br)C=N3)=NC=N2)C=C1,MANIUQCVXJPAEP-UHFFFAOYSA-N
Cc1c(sc2c1c(=O)[nH]c(n2)CS[C@@H](C)C(=O)NCc3ccc(cc3)NC(=O)NC(C)C)C,Decoys_1478,Cc1sc2nc(CS[C@@H](C)C(=O)NCc3ccc(NC(=O)NC(C)C)cc3)[nH]c(=O)c2c1C,CC1=C(C)C2=C(N=C(CS[C@@H](C)C(=O)NCC3=CC=C(NC(=O)NC(C)C)C=C3)NC2=O)S1,RDYQYDCKGIRINC-HNNXBMFYSA-N
COc1ccc(cc1O)[C@H]2c3c([nH]nc3O)NC4=C2C(=O)C[C@H](C4)c5cc(c(c(c5)OC)OC)OC,Decoys_1479,COc1ccc([C@@H]2C3=C(C[C@H](c4cc(OC)c(OC)c(OC)c4)CC3=O)Nc3[nH]nc(O)c32)cc1O,COC1=CC=C([C@@H]2C3=C(C[C@H](C4=CC(OC)=C(OC)C(OC)=C4)CC3=O)NC3=C2C(O)=NN3)C=C1O,RCEREDDSPORZDT-YEJXKQKISA-N
c1ccc2c(c1)NC(=O)[C@H](S2)CC(=O)Nc3ccccc3NC(=O)C[C@H]4C(=O)Nc5ccccc5S4,Decoys_1480,O=C(C[C@@H]1Sc2ccccc2NC1=O)Nc1ccccc1NC(=O)C[C@H]1Sc2ccccc2NC1=O,O=C(C[C@@H]1SC2=CC=CC=C2NC1=O)NC1=CC=CC=C1NC(=O)C[C@H]1SC2=CC=CC=C2NC1=O,VZGAGAVLYZDSNF-SZPZYZBQSA-N
CC(=O)[C@@]1(CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=CC[C@@]34C)NOCC(=O)N[C@@H]5CCCCNC5=O)C)O,Decoys_1481,CC(=O)[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(NOCC(=O)N[C@@H]5CCCCNC5=O)=CC[C@@]4(C)[C@@H]3CC[C@@]21C,CC(=O)[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(NOCC(=O)N[C@@H]5CCCCNC5=O)=CC[C@@]4(C)[C@@H]3CC[C@@]21C,YEVWIMUCWUFMBH-IGGITYMESA-N
CCOC(=O)[C@@H]1CCCN(C1)c2c(c3c4c(nc(c3c(n2)N)N)N(C(=O)C4)[C@@H]5CCC[C@@H]([C@@H]5C)C)C#N,Decoys_1482,CCOC(=O)[C@@H]1CCCN(c2nc(N)c3c(N)nc4c(c3c2C#N)CC(=O)N4[C@@H]2CCC[C@H](C)[C@@H]2C)C1,CCOC(=O)[C@@H]1CCCN(C2=C(C#N)C3=C4CC(=O)N([C@@H]5CCC[C@H](C)[C@@H]5C)C4=NC(N)=C3C(N)=N2)C1,DTDWXPNNZDAXHI-YIOZNXECSA-N
c1cc(cc(c1)OC(F)(F)F)NC(=O)[C@H]2CC(=O)Nc3c2c(=O)[nH]c(n3)Nc4ccc(cc4)Cl,Decoys_1483,O=C1C[C@H](C(=O)Nc2cccc(OC(F)(F)F)c2)c2c(nc(Nc3ccc(Cl)cc3)[nH]c2=O)N1,O=C1C[C@H](C(=O)NC2=CC(OC(F)(F)F)=CC=C2)C2=C(N=C(NC3=CC=C(Cl)C=C3)NC2=O)N1,ZKATVYLYERQFDG-AWEZNQCLSA-N
c1cc(cc(c1)NC(=O)[C@H]2CC(=O)Nc3c2c(=O)[nH]c(n3)Nc4ccc(cc4)Cl)C(F)(F)F,Decoys_1484,O=C1C[C@H](C(=O)Nc2cccc(C(F)(F)F)c2)c2c(nc(Nc3ccc(Cl)cc3)[nH]c2=O)N1,O=C1C[C@H](C(=O)NC2=CC=CC(C(F)(F)F)=C2)C2=C(N=C(NC3=CC=C(Cl)C=C3)NC2=O)N1,OUJOIDXMVGQLBQ-AWEZNQCLSA-N
Cc1c(c(n[nH]1)O)[C@@H](c2ccc(o2)c3ccc(cc3C(=O)OC)Br)c4c(n[nH]c4O)C,Decoys_1485,COC(=O)c1cc(Br)ccc1-c1ccc([C@H](c2c(O)n[nH]c2C)c2c(C)n[nH]c2O)o1,COC(=O)C1=CC(Br)=CC=C1C1=CC=C([C@H](C2=C(C)NN=C2O)C2=C(O)NN=C2C)O1,IGIKWQKTHALDIL-UHFFFAOYSA-N
