  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
       88        0.604        5.527            0      469.778      109.678      149.781
       89        1.075        5.429            0      465.904      152.529      150.216
       90        0.954        5.517            0      469.017      113.580      160.264
       91        0.691        5.583            0      468.837      131.401      150.774
       92        0.831        5.507            0      464.242      130.492      156.252
       93        0.797        5.529            0      464.697      116.033      146.229
       94        0.756        5.578            0      470.272      112.699      157.202
       95        0.692        5.537            0      470.570      103.887      149.771
       96        0.655        5.537            0      470.203      118.430      156.541
       97        0.698        5.560            0      474.445       98.668      145.354
       98        0.711        5.555            0      468.170       89.004      157.246
       99        0.797        5.627            0      465.901      110.908      161.272
      100        0.839        5.520            0      468.773      105.879      153.503
      101        0.787        5.575            0      469.601       98.998      146.428
      102        0.799        5.524            0      464.341       96.570      155.942
      103        0.703        5.500            0      470.920      101.368      157.271
      104        0.746        5.601            0      474.117      105.517      147.378
      105        0.662        5.631            0      475.860      124.784      153.020
      106        0.830        5.553            0      469.959      131.252      150.410
      107        0.864        5.583            0      467.655       87.555      149.791
      108        0.605        5.590            0      469.580       96.160      148.499
      109        0.863        5.566            0      467.335      108.837      144.405
      110        0.797        5.586            0      468.150       95.483      149.416
      111        0.813        5.496            0      469.824      108.948      149.428
      112        0.864        5.529            0      469.237      115.539      155.922
      113        1.068        5.527            0      461.615       99.473      154.353
      114        1.098        5.457            0      464.546       93.698      151.019
      115        0.784        5.545            0      468.314       98.911      153.068
      116        0.823        5.467            0      464.778      112.497      146.417
      117        0.872        5.540            0      469.557       92.720      154.284
      118        0.900        5.485            0      468.082       97.445      149.814
      119        0.849        5.563            0      470.100       96.713      146.770
      120        0.848        5.490            0      466.413       97.718      149.170
      121        0.790        5.536            0      462.173      103.096      151.518
      122        0.564        5.661            0      476.031      105.314      156.858
      123        0.717        5.570            0      471.972      102.307      148.587
      124        0.796        5.673            0      470.488      102.700      152.031
      125        0.734        5.552            0      470.728       95.950      154.515
      126        0.800        5.568            0      469.958      104.135      150.947
      127        0.695        5.594            0      469.918      101.083      148.727
      128        0.782        5.534            0      469.380      116.000      153.765
      129        0.781        5.528            0      466.662       83.130      153.122
      130        0.807        5.548            0      464.568       89.505      154.646
      131        0.931        5.628            0      472.855       93.841      156.096
      132        1.052        5.463            0      467.576       65.536      156.747
      133        0.949        5.464            0      468.046       65.712      151.124
      134        1.066        5.502            0      469.761       98.253      160.285
      135        1.138        5.493            0      466.230       68.207      154.020
      136        1.129        5.438            0      463.477       90.380      152.647
      137        1.144        5.462            0      468.118       73.746      153.657
      138        1.215        5.491            0      466.807       81.146      155.333
      139        0.775        5.655            0      471.551      118.789      151.364
      140        0.741        5.619            0      471.293      105.526      149.492
      141        0.803        5.476            0      463.040      106.608      152.739
      142        0.760        5.595            0      466.180      103.207      147.982
      143        0.760        5.552            0      471.237      112.563      153.127
      144        0.701        5.528            0      463.846      102.465      148.055
      145        0.694        5.567            0      469.795       85.283      153.133
      146        0.704        5.629            0      475.841      114.111      153.849
      147        0.670        5.643            0      469.586      101.166      150.656
      148        0.617        5.605            0      468.607      113.098      149.230
      149        0.625        5.607            0      468.560      110.554      151.394
      150        0.730        5.544            0      468.701      113.517      146.720
      151        0.587        5.673            0      477.678       89.552      147.939
      152        0.789        5.603            0      469.812       97.965      152.531
      153        0.778        5.627            0      466.468      129.962      147.915
      154        0.712        5.511            0      468.911      102.965      151.334
      155        0.724        5.543            0      470.052      100.741      150.259
      156        0.900        5.586            0      469.067       99.003      151.199
      157        1.117        5.402            0      458.826      123.088      152.841
      158        1.147        5.478            0      461.370      119.829      150.215
      159        1.178        5.270            0      459.568      109.629      156.549
      160        1.197        5.438            0      462.390      102.558      158.312
      161        1.142        5.462            0      466.204      102.910      156.640
      162        1.184        5.449            0      468.707       99.526      154.914
      163        1.124        5.383            0      464.189      104.080      155.665
      164        1.044        5.444            0      469.132      119.514      151.729
      165        1.162        5.445            0      465.799      110.635      152.532
      166        1.201        5.399            0      464.309      119.609      153.106
      167        1.177        5.324            0      464.115      112.579      151.285
      168        1.012        5.510            0      469.111      126.793      156.152
      169        1.081        5.490            0      465.046      144.472      160.534
      170        1.080        5.459            0      467.143      118.261      157.439
      171        1.157        5.405            0      469.477      105.192      158.231
      172        1.094        5.337            0      467.798       99.226      153.778
      173        1.107        5.491            0      469.117      119.885      153.184
      174        0.996        5.411            0      468.167       85.861      154.228
      175        0.915        5.481            0      467.586      103.722      156.207
      176        1.068        5.521            0      472.698      110.170      151.172
      177        0.912        5.606            0      474.355      123.541      157.246
      178        1.028        5.489            0      466.551       75.285      155.050
      179        1.033        5.492            0      469.065       79.088      153.096
      180        0.972        5.511            0      467.321       95.647      158.908
      181        0.995        5.502            0      471.038       93.368      150.629
      182        1.049        5.561            0      475.644      108.863      155.496
      183        1.046        5.423            0      465.560       96.670      155.163
      184        0.923        5.376            0      464.344       92.405      158.990
      185        1.072        5.484            0      468.741       81.130      152.652
      186        1.096        5.527            0      475.100      113.434      153.507
      187        1.082        5.444            0      462.527      101.080      152.079
      188        0.596        5.600            0      474.088      113.164      151.596
      189        0.797        5.537            0      465.736      102.240      149.763
      190        0.695        5.596            0      467.482       99.465      152.386
      191        0.575        5.622            0      477.636       92.861      154.670
      192        0.654        5.587            0      469.358      115.496      152.065
      193        0.741        5.532            0      467.846      119.166      154.110
      194        0.702        5.572            0      473.455      115.957      144.488
      195        0.565        5.571            0      470.337       96.885      153.554
      196        0.726        5.650            0      480.302      107.891      147.920
      197        0.682        5.486            0      469.458      103.889      151.809
      198        0.714        5.482            0      470.109      115.409      153.157
      199        0.733        5.482            0      472.601       91.718      151.591
      200        0.712        5.573            0      473.123      118.812      155.968
      201        0.846        5.476            0      468.025       93.718      153.932
      202        0.794        5.546            0      476.518      108.185      154.039
      203        0.783        5.457            0      466.286      122.866      157.100
      204        0.826        5.417            0      466.604       89.377      157.213
      205        0.736        5.523            0      473.191      100.780      162.163
      206        0.844        5.472            0      472.446       93.283      154.742
      207        0.808        5.565            0      473.565      115.291      149.098
      208        0.880        5.440            0      466.400       91.487      151.090
      209        0.711        5.447            0      469.970      105.389      156.935
      210        0.746        5.463            0      464.712       99.633      155.089
      211        0.922        5.620            0      471.446      119.810      149.880
      212        0.758        5.597            0      475.931       84.555      145.734
      213        0.804        5.566            0      467.709       89.468      149.111
      214        0.804        5.659            0      472.598      108.275      150.966
      215        0.691        5.620            0      469.686      104.068      141.349
      216        0.685        5.516            0      467.247       97.969      145.027
      217        0.847        5.578            0      463.443       99.482      147.255
      218        0.756        5.554            0      471.337       86.920      155.353
      219        0.711        5.568            0      472.816      109.580      146.367
      220        0.775        5.631            0      473.966      106.473      152.821
      221        0.845        5.669            0      475.717      100.343      154.026
      222        0.903        5.580            0      469.111       82.084      153.884
      223        0.792        5.558            0      469.598       76.135      156.366
      224        0.812        5.586            0      467.633       87.605      151.888
      225        0.652        5.610            0      475.746      128.127      147.945
      226        0.957        5.497            0      475.807      125.554      150.521
      227        1.016        5.370            0      462.806       91.777      153.074
      228        1.117        5.511            0      465.827      114.810      155.270
      229        0.964        5.527            0      472.567      115.586      155.788
      230        1.146        5.539            0      468.750       93.048      153.409
      231        0.982        5.572            0      467.741      107.639      152.158
      232        1.152        5.378            0      467.036       80.892      151.368
      233        1.003        5.510            0      470.676      103.656      151.219
      234        0.975        5.503            0      470.133      111.157      154.836
      235        1.177        5.416            0      467.072       91.598      149.317
      236        1.040        5.548            0      471.710       71.285      147.662
      237        0.982        5.692            0      469.572      114.451      142.500
      238        0.826        5.665            0      468.239       87.980      148.512
      239        1.015        5.731            0      468.631      117.951      144.405
      240        0.956        5.678            0      469.220       99.068      145.313
      241        0.903        5.636            0      465.381      105.752      151.527
      242        0.994        5.717            0      471.743       96.244      154.913
      243        0.918        5.730            0      470.760       92.472      154.506
      244        0.983        5.760            0      474.518       72.390      147.299
      245        1.005        5.733            0      474.065      101.460      148.567
      246        0.983        5.708            0      469.048      109.168      151.229
      247        1.009        5.641            0      469.233       81.065      148.950
      248        0.984        5.698            0      470.072      104.513      153.295
      249        1.019        5.662            0      467.213      110.445      146.301
      250        1.019        5.759            0      475.042      105.432      146.500
      251        0.961        5.719            0      471.524      104.563      149.397
      252        1.023        5.708            0      474.411       91.779      148.029
      253        1.024        5.752            0      474.519       96.394      147.591
      254        1.019        5.612            0      470.141       88.796      151.770
      255        0.948        5.663            0      466.710       87.934      144.494
      256        0.990        5.627            0      466.260       97.189      147.409
      257        1.023        5.671            0      469.726      106.618      157.253
      258        1.013        5.785            0      472.633      135.505      153.826
      259        0.951        5.717            0      472.256      118.944      148.668
      260        1.002        5.674            0      467.200      119.341      153.411
      261        0.963        5.723            0      472.046      116.898      153.071
      262        1.021        5.721            0      474.195      119.119      145.326
      263        0.944        5.763            0      472.847      109.235      154.378
      264        0.976        5.612            0      473.722       96.343      148.161
      265        0.991        5.698            0      477.797      115.989      150.679
      266        0.938        5.721            0      472.895      115.818      152.118
      267        1.018        5.529            0      470.083       97.262      156.286
      268        0.557        5.647            0      476.678       92.276      148.723
      269        0.637        5.674            0      470.491      110.095      148.614
      270        0.768        5.625            0      476.275      114.004      151.345
      271        0.544        5.665            0      473.991      103.526      153.411
      272        0.788        5.620            0      469.723       87.699      157.897
      273        0.761        5.568            0      469.402      115.253      155.935
      274        0.611        5.557            0      468.112      109.336      149.927
      275        0.680        5.596            0      471.637      110.958      150.418
      276        1.055        5.488            0      467.541      116.546      159.711
      277        0.675        5.653            0      472.766      103.789      150.233
      278        0.787        5.492            0      470.677      112.486      152.676
      279        0.709        5.587            0      474.233      103.172      153.320
      280        1.147        5.496            0      471.871      109.399      154.498
      281        1.138        5.504            0      469.175      103.737      155.395
      282        1.177        5.466            0      467.616      104.178      153.657
      283        1.011        5.489            0      465.398      119.127      157.390
      284        1.132        5.449            0      469.446      103.813      158.323
      285        1.026        5.460            0      467.091      100.882      155.631
      286        1.034        5.468            0      465.936       90.175      153.523
      287        0.983        5.478            0      470.822       96.069      156.926
      288        0.626        5.543            0      467.379       76.828      149.096
      289        0.697        5.525            0      471.766       93.623      148.157
      290        0.758        5.443            0      467.792       95.670      158.002
      291        0.644        5.544            0      472.327       77.444      151.745
      292        0.637        5.549            0      473.824       74.739      146.376
      293        0.858        5.613            0      472.523       99.211      147.684
      294        0.978        5.502            0      467.850       81.590      154.561
      295        1.065        5.544            0      468.161       98.303      160.730
      296        0.958        5.570            0      471.147       83.602      164.265
      297        0.956        5.380            0      467.568       65.735      155.582
      298        0.882        5.603            0      474.383       85.971      155.301
      299        1.214        5.519            0      465.305      131.649      161.757
      300        0.782        5.621            0      472.946       90.011      148.886
      301        0.713        5.581            0      467.712       84.581      152.062
      302        0.621        5.601            0      469.238       88.299      148.789
      303        0.823        5.626            0      468.588       88.335      151.862
      304        0.890        5.619            0      468.475      106.658      156.293
      305        0.698        5.598            0      473.420       92.236      155.092
      306        0.781        5.499            0      467.953       82.560      147.872
      307        0.646        5.562            0      469.994       81.921      153.961
      308        0.772        5.584            0      475.249       94.681      153.164
      309        0.792        5.651            0      477.712       92.371      147.406
      310        0.714        5.569            0      468.503       79.802      147.247
      311        0.915        5.510            0      463.065      114.679      151.265
      312        1.017        5.717            0      470.999      124.030      155.659
      313        0.862        5.615            0      470.958       95.461      148.140
      314        0.827        5.746            0      473.963      115.224      150.119
      315        0.976        5.704            0      475.343       94.565      146.822
      316        0.944        5.725            0      479.866       77.632      152.892
      317        1.032        5.437            0      463.333       87.791      157.767
      318        0.904        5.632            0      472.973       87.399      152.711
      319        1.032        5.476            0      465.704       83.878      159.638
      320        1.012        5.568            0      473.866      110.893      150.759
      321        0.639        5.585            0      470.142       92.012      152.481
      322        0.861        5.502            0      466.381       87.601      155.094
      323        0.687        5.595            0      473.448      108.924      149.901
      324        0.575        5.606            0      474.394      104.542      153.020
      325        0.760        5.529            0      470.614      106.581      153.793
      326        0.704        5.573            0      474.581      102.081      154.565
      327        0.711        5.604            0      470.915      112.003      154.316
      328        0.694        5.558            0      469.711      122.250      152.753
      329        0.713        5.576            0      470.633       86.783      147.494
      330        0.656        5.555            0      465.048      113.591      151.444
      331        0.712        5.562            0      471.244       87.676      155.649
      332        0.737        5.611            0      472.283       88.652      150.862
      333        0.717        5.585            0      467.926      123.885      145.248
      334        0.820        5.539            0      466.887       96.770      155.505
      335        0.555        5.509            0      465.290       90.619      148.010
      336        0.654        5.524            0      467.738       90.852      153.522
      337        0.731        5.464            0      466.773       95.779      155.783
      338        0.656        5.594            0      471.405       96.433      150.665
      339        0.743        5.578            0      470.368      100.999      156.613
      340        0.599        5.554            0      468.392      100.164      154.964
      341        0.668        5.575            0      464.686       98.986      150.409
      342        0.670        5.539            0      468.300       76.215      149.193
      343        0.672        5.505            0      472.704       99.149      149.213
      344        0.776        5.545            0      472.419      103.970      154.262
      345        0.781        5.493            0      465.997       87.518      150.040
      346        0.765        5.600            0      468.957       89.464      154.389
      347        0.697        5.731            0      474.704      102.568      153.149
      348        0.934        5.620            0      472.038      112.319      152.695
      349        0.768        5.596            0      468.051       98.286      150.203
      350        0.724        5.613            0      475.991       95.787      148.961
      351        1.050        5.441            0      468.670       98.638      155.430
      352        0.922        5.447            0      465.655       99.605      158.583
      353        0.936        5.706            0      472.458      116.619      148.702
      354        0.981        5.677            0      472.899       92.501      155.224
      355        0.867        5.727            0      477.679       93.053      153.931
      356        0.831        5.723            0      472.760      108.759      150.236
      357        0.978        5.654            0      473.779      102.282      153.446
      358        0.948        5.730            0      475.083      108.590      157.876
      359        0.888        5.705            0      470.365      107.869      149.405
      360        0.936        5.718            0      475.360      129.170      154.039
      361        0.947        5.670            0      473.982       99.501      153.108
      362        0.894        5.665            0      473.240      113.640      156.006
      363        0.913        5.576            0      468.296      102.831      155.625
      364        0.859        5.632            0      472.689       95.746      152.277
      365        0.836        5.659            0      476.319      103.633      149.428
      366        0.977        5.681            0      479.097      100.743      148.199
      367        0.933        5.690            0      476.692      105.123      153.278
      368        0.958        5.572            0      473.366       90.004      146.846
      369        0.994        5.533            0      468.056       99.329      144.425
      370        1.115        5.487            0      471.209      128.496      153.402
      371        1.065        5.335            0      461.584      110.941      160.499
      372        0.991        5.406            0      466.937      101.977      158.141
      373        0.665        5.514            0      466.573      117.840      153.086
      374        0.693        5.528            0      472.152      120.868      152.317
      375        0.819        5.506            0      471.149      109.474      156.981
      376        0.681        5.660            0      480.278      128.421      153.868
      377        0.702        5.727            0      477.355      101.572      152.186
      378        0.777        5.686            0      476.670      126.214      150.082
      379        0.745        5.637            0      474.184       97.971      148.531
      380        0.701        5.521            0      475.073      110.770      148.650
      381        0.826        5.466            0      471.822      113.094      153.182
      382        0.792        5.645            0      475.541      111.616      152.138
      383        0.717        5.533            0      470.528      105.552      155.869
      384        0.725        5.614            0      470.539       99.354      153.296
      385        0.727        5.572            0      477.255      111.123      152.173
      386        0.665        5.763            0      477.846      130.075      153.167
      387        0.851        5.537            0      476.821       98.451      150.014
      388        0.880        5.494            0      471.390       96.042      147.854
      389        0.709        5.580            0      468.616      107.134      149.871
      390        0.687        5.640            0      477.534       94.298      147.271
      391        0.613        5.575            0      471.654       86.835      154.701
      392        0.720        5.593            0      471.734      103.859      159.068
      393        0.825        5.517            0      471.762       84.597      143.749
      394        0.625        5.499            0      466.351       87.402      153.586
      395        0.675        5.582            0      475.477      110.034      152.736
      396        0.712        5.500            0      471.125       71.809      150.073
      397        0.772        5.424            0      469.173       87.777      151.976
      398        0.703        5.569            0      473.405       84.628      154.798
      399        0.704        5.581            0      473.761       80.922      153.435
      400        0.701        5.625            0      476.170       83.571      149.025
      401        0.774        5.463            0      472.038       80.983      142.794
      402        0.794        5.472            0      470.234       81.343      149.001
      403        0.749        5.543            0      479.977       90.888      149.602
      404        0.668        5.540            0      470.994       80.862      149.090
      405        0.796        5.426            0      469.790       94.218      151.467
      406        0.780        5.540            0      472.951      109.915      150.341
      407        0.630        5.494            0      470.429       77.226      152.142
      408        0.672        5.502            0      470.960       92.666      152.321
      409        0.724        5.484            0      476.936       82.885      147.105
      410        0.520        5.634            0      474.732       96.232      151.365
      411        0.812        5.580            0      473.610       90.884      155.075
      412        0.578        5.572            0      474.759       97.901      148.482
      413        0.705        5.508            0      466.090       99.139      156.634
      414        0.706        5.519            0      469.091       88.355      151.535
      415        0.678        5.543            0      470.684       90.964      155.389
      416        0.693        5.574            0      476.566       98.636      151.325
      417        0.620        5.516            0      471.110       72.168      159.004
      418        0.714        5.542            0      462.311       77.470      147.808
      419        0.614        5.593            0      469.231       83.044      153.667
      420        0.685        5.622            0      471.780      101.782      154.977
      421        0.651        5.480            0      463.977      106.630      151.789
      422        0.667        5.553            0      470.194      122.300      157.794
      423        0.742        5.658            0      477.165      100.789      152.368
      424        0.706        5.562            0      469.069       95.758      152.835
      425        0.737        5.568            0      464.868      109.683      154.748
      426        0.612        5.542            0      469.163       97.830      155.676
      427        0.639        5.559            0      475.468      109.640      153.559
      428        0.739        5.571            0      472.234       96.640      154.608
      429        0.814        5.600            0      471.575      106.436      151.883
      430        0.535        5.554            0      474.754       84.019      154.043
      431        0.745        5.414            0      465.140       90.094      151.986
      432        0.679        5.658            0      477.693      112.128      151.786
      433        0.656        5.539            0      467.501       90.440      155.257
      434        0.691        5.516            0      473.292       89.927      149.033
      435        0.554        5.640            0      474.742       75.491      158.323
      436        0.716        5.535            0      469.166       75.485      151.115
      437        0.784        5.595            0      468.662      110.942      155.471
      438        0.739        5.474            0      469.542       91.400      149.993
      439        0.766        5.482            0      468.119       81.107      152.349
      440        0.702        5.605            0      477.270      111.306      149.814
      441        0.738        5.601            0      472.646       95.454      154.035
      442        0.660        5.613            0      468.227      105.886      153.734
      443        0.709        5.579            0      473.564      109.217      155.648
      444        0.667        5.454            0      469.024      116.302      153.337
      445        0.668        5.595            0      473.235      104.913      150.294
      446        0.634        5.509            0      471.008       92.168      154.144
      447        0.667        5.530            0      472.298       94.277      151.133
      448        0.970        5.463            0      469.215      101.608      158.813
      449        0.972        5.530            0      474.495       77.510      158.342
      450        1.012        5.465            0      467.537      100.390      155.394
      451        1.061        5.518            0      470.481      108.517      156.163
      452        0.963        5.456            0      465.951       93.601      157.749
      453        1.225        5.486            0      471.084      115.233      156.963
      454        0.716        5.538            0      463.986      104.658      153.610
      455        0.872        5.554            0      464.953       98.704      158.576
      456        0.734        5.626            0      472.189      101.804      155.522
      457        0.702        5.616            0      472.087      105.571      155.264
      458        0.762        5.441            0      464.220       59.607      152.348
      459        0.992        5.548            0      468.258       80.471      156.727
      460        1.121        5.451            0      466.556      103.394      151.935
      461        1.068        5.461            0      468.439      104.171      158.392
      462        1.052        5.541            0      466.901      103.212      153.180
      463        1.123        5.341            0      459.521      104.643      154.405
      464        1.120        5.350            0      468.675       93.453      158.210
      465        1.210        5.410            0      466.671      105.499      150.488
      466        1.121        5.405            0      465.171      117.089      145.747
      467        1.082        5.390            0      466.574       88.547      150.873
      468        0.789        5.532            0      469.019      103.898      152.115
      469        0.816        5.480            0      466.593      104.667      154.451
      470        0.776        5.487            0      474.208       89.211      158.827
      471        0.882        5.455            0      471.213       74.774      149.942
      472        0.925        5.387            0      471.087       72.978      147.536
      473        1.073        5.492            0      471.644      120.032      152.055
      474        1.117        5.399            0      469.454       99.024      153.165
      475        1.070        5.497            0      472.604       96.806      157.963
      476        1.057        5.513            0      472.526      103.229      146.701
      477        1.162        5.385            0      464.742       95.005      146.671
      478        1.053        5.450            0      460.785      107.407      158.495
      479        1.012        5.505            0      465.997      137.616      149.489
      480        0.994        5.457            0      473.037       88.820      148.229
      481        1.035        5.454            0      471.737       99.022      151.656
      482        1.072        5.469            0      469.653       96.139      151.631
      483        0.947        5.469            0      467.698       94.637      151.077
      484        1.086        5.603            0      474.322      125.459      152.440
      485        0.831        5.655            0      470.932      119.182      148.306
      486        0.925        5.662            0      472.596      124.062      150.955
      487        0.908        5.631            0      468.623      106.023      148.973
      488        0.896        5.714            0      473.623      105.616      151.104
      489        0.815        5.667            0      476.949       87.028      151.188
      490        0.785        5.738            0      473.922       85.142      150.581
      491        0.922        5.716            0      476.033      123.172      148.837
      492        0.875        5.703            0      474.731      100.759      149.766
      493        0.909        5.534            0      468.659      108.868      156.543
      494        0.953        5.515            0      466.930      105.992      158.328
      495        0.997        5.498            0      468.465      112.174      158.506
      496        1.132        5.466            0      467.376      100.520      155.309
      497        1.021        5.440            0      462.488      116.281      156.893
      498        1.189        5.451            0      467.556      113.266      157.848
      499        1.011        5.474            0      465.362      136.261      159.892
      500        0.775        5.591            0      469.694      100.862      152.581
      501        0.734        5.667            0      473.424      116.405      149.722
      502        0.760        5.600            0      467.665      131.884      155.460
      503        0.700        5.564            0      469.094       92.002      156.852
      504        0.817        5.512            0      470.131      130.579      149.342
      505        0.672        5.607            0      468.560      107.135      153.725
      506        0.655        5.512            0      466.169       98.008      153.291
      507        0.627        5.591            0      467.061      110.857      151.672
      508        0.767        5.540            0      467.561      116.137      153.388
      509        0.558        5.632            0      474.644      109.443      159.378
      510        0.715        5.535            0      468.013      105.791      152.905
