  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
        0        0.000        5.686            0      495.820       78.657      182.678
        1        0.685        5.699            0      496.372       59.815      178.618
        2        0.711        5.648            0      500.201       83.520      169.984
        3        0.733        5.780            0      497.665       80.645      177.567
        4        0.827        5.606            0      495.778       96.811      165.614
        5        0.773        5.666            0      489.638       77.511      178.279
        6        0.981        5.779            0      505.756       90.335      175.604
        7        0.911        5.640            0      500.822       77.723      172.413
        8        0.882        5.709            0      502.048      118.228      176.587
        9        0.948        5.650            0      499.412      105.119      165.405
       10        0.993        5.653            0      495.394      146.836      175.067
       11        1.018        5.683            0      491.191      133.009      176.770
       12        0.906        5.706            0      493.924      118.987      171.932
       13        1.055        5.714            0      493.771       94.803      179.591
       14        0.962        5.841            0      499.072      173.508      174.345
       15        1.247        5.600            0      492.385      165.711      164.131
       16        1.067        5.775            0      495.372      166.041      172.260
       17        1.196        5.846            0      496.985      163.780      175.811
       18        1.026        5.763            0      500.027      169.967      169.550
       19        0.826        5.676            0      496.076      154.092      175.798
       20        0.984        5.715            0      496.013      175.305      176.644
       21        1.166        5.689            0      498.770      165.939      175.724
       22        1.217        5.868            0      498.998      156.924      178.327
       23        1.276        5.711            0      491.010      174.343      174.226
       24        1.125        5.716            0      495.773      179.420      165.866
       25        1.155        5.795            0      501.718      201.728      173.939
       26        1.264        5.811            0      499.172      213.184      164.044
       27        1.185        5.745            0      498.848      185.703      169.544
       28        1.123        5.780            0      502.200      201.947      168.236
       29        1.106        5.763            0      491.862      183.982      169.540
       30        1.310        5.456            0      493.447      144.401      172.150
       31        1.014        5.716            0      495.765      154.432      177.447
       32        1.139        5.737            0      499.978      153.283      167.536
       33        1.264        5.642            0      499.340      150.255      167.049
       34        1.125        5.664            0      497.783      159.008      178.658
       35        1.158        5.743            0      495.058      163.906      171.033
       36        1.068        5.860            0      502.873      179.620      167.230
       37        0.998        5.633            0      493.333      132.621      171.324
       38        1.328        5.667            0      494.387      175.548      167.626
       39        1.229        5.737            0      497.245      209.467      174.614
       40        1.241        5.682            0      493.014      190.892      169.444
       41        1.195        5.829            0      500.240      185.237      173.156
       42        1.235        5.848            0      500.726      182.987      161.940
       43        1.191        5.738            0      499.908      186.356      168.037
       44        1.224        5.909            0      507.074      218.159      164.995
       45        1.090        5.849            0      505.822      203.733      173.803
       46        1.216        5.784            0      494.912      207.793      166.883
       47        1.212        5.706            0      501.042      194.418      168.773
       48        1.111        5.843            0      495.682      189.288      170.676
       49        1.092        5.679            0      495.015      216.238      174.377
       50        1.223        5.724            0      493.585      175.154      173.277
       51        1.295        5.836            0      501.097      200.726      168.385
       52        1.133        5.687            0      498.098      195.950      171.565
       53        1.108        5.662            0      493.522      189.228      173.257
       54        1.176        5.813            0      500.766      210.995      166.433
       55        1.048        5.832            0      502.492      200.559      171.408
       56        1.011        5.751            0      497.712      196.528      178.541
       57        1.074        5.747            0      506.828      209.965      179.156
       58        1.239        5.823            0      500.144      194.392      172.951
       59        1.232        5.709            0      500.224      191.715      174.662
       60        1.457        5.691            0      495.881      166.397      172.028
       61        1.342        5.723            0      497.404      182.645      175.530
       62        1.126        5.674            0      494.532      175.555      175.198
       63        1.150        5.691            0      495.367      188.215      175.838
       64        1.517        5.816            0      499.894      187.976      167.940
       65        1.167        5.801            0      498.196      202.466      170.721
       66        1.221        5.632            0      497.132      187.639      171.097
       67        1.408        5.681            0      503.300      203.937      172.722
       68        1.062        5.725            0      497.252      205.181      175.442
       69        0.973        5.767            0      504.700      186.440      177.715
       70        1.307        5.783            0      503.980      226.240      167.798
       71        1.174        5.829            0      503.315      207.057      174.912
       72        1.142        5.729            0      498.726      172.117      172.325
       73        1.291        5.873            0      506.554      199.970      173.169
       74        1.196        5.613            0      492.774      187.977      168.465
       75        1.210        5.868            0      500.638      212.157      169.369
       76        1.141        5.855            0      506.034      189.911      166.442
       77        1.255        5.709            0      495.437      229.675      175.984
       78        1.094        5.677            0      495.223      193.022      168.603
       79        1.144        5.759            0      493.411      205.445      171.739
       80        1.104        5.671            0      492.691      193.833      174.417
       81        1.270        5.924            0      500.339      187.989      171.810
       82        1.048        5.844            0      501.575      219.158      169.817
       83        1.117        5.810            0      502.251      182.678      169.735
       84        1.066        5.832            0      505.092      220.685      171.982
       85        1.130        5.721            0      494.760      214.673      168.950
