  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      112        0.569        5.482            1      446.214      106.096      194.732
      113        0.612        5.411            1      448.387      117.286      184.960
      114        0.828        5.580            1      450.758      113.188      195.617
      115        0.317        5.520            0      450.527      109.204      192.305
      116        0.738        5.569            1      449.920      114.664      192.829
      117        0.430        5.490            1      448.868       86.431      193.830
      118        0.755        5.606            0      452.298      105.162      191.973
      119        0.397        5.533            1      447.320       98.553      194.745
      120        0.445        5.531            1      449.910       95.025      185.939
      121        0.419        5.488            1      446.639       96.146      182.763
      122        0.435        5.517            1      450.814       94.890      186.941
      123        0.593        5.601            1      452.035       91.678      184.608
      124        0.806        5.530            1      446.880      114.443      195.915
      125        0.289        5.462            1      446.667      101.648      189.967
      126        0.416        5.566            1      452.250       96.638      193.954
      127        0.330        5.532            1      450.286      114.976      185.781
      128        0.451        5.597            1      452.777      148.186      189.589
      129        0.378        5.456            1      444.259      104.873      188.161
      130        0.616        5.580            1      448.536      122.310      195.564
      131        0.592        5.536            1      448.743      123.802      190.631
      132        0.744        5.642            1      447.482      131.256      196.677
      133        0.447        5.535            1      447.224       88.969      183.781
      134        0.454        5.550            1      449.835      116.178      183.946
      135        0.871        5.604            1      449.052      101.357      197.144
      136        0.809        5.599            1      449.676      126.642      185.320
      137        0.538        5.578            1      449.982      126.920      188.438
      138        0.729        5.632            1      449.085      135.147      193.857
      139        0.939        5.612            1      450.295      140.085      190.283
      140        0.606        5.609            1      450.054      111.612      192.216
      141        0.495        5.611            1      449.901      109.152      194.404
      142        0.573        5.586            1      447.585      135.712      189.650
      143        0.441        5.591            1      449.646      122.082      183.601
      144        0.627        5.610            1      446.209      134.711      196.034
      145        0.651        5.603            1      448.796      121.495      188.028
      146        0.422        5.633            1      450.510      104.760      186.398
      147        0.522        5.592            1      449.808      124.271      191.758
      148        0.370        5.535            1      448.210      131.514      184.269
      149        0.791        5.549            1      446.232      128.485      190.511
      150        0.914        5.574            1      448.285      125.389      188.689
      151        0.868        5.577            1      447.677      124.739      193.454
      152        0.780        5.562            0      448.800      126.762      191.410
      153        0.635        5.602            1      448.757      119.312      192.931
      154        0.697        5.627            1      449.113      128.545      190.149
      155        0.634        5.623            1      453.572      107.046      195.379
      156        0.550        5.591            1      451.475      126.700      191.743
      157        0.387        5.583            1      450.627      123.182      190.874
      158        0.656        5.585            1      446.755      121.490      194.506
      159        0.882        5.686            1      450.916      122.461      189.705
      160        0.975        5.581            1      450.379      123.789      197.238
      161        0.434        5.553            1      452.856      127.262      186.233
      162        0.531        5.622            1      448.250      119.663      192.869
      163        0.572        5.572            1      450.768      132.313      192.095
      164        0.913        5.662            1      449.200      118.491      191.974
      165        0.829        5.611            1      451.181      147.266      193.663
      166        0.906        5.644            1      446.214      151.794      193.357
      167        0.709        5.576            1      449.467      122.567      187.504
      168        0.443        5.539            1      450.583      115.793      185.864
      169        0.479        5.504            1      449.688      117.148      189.803
      170        0.312        5.583            1      455.182      118.243      190.586
      171        0.623        5.551            1      448.486      135.837      196.460
      172        0.704        5.541            1      447.489      124.829      191.916
      173        0.695        5.664            1      453.407      128.877      188.594
      174        0.544        5.564            1      449.779      123.916      188.280
      175        0.548        5.608            1      449.985      146.651      196.205
      176        0.524        5.554            1      451.085      110.809      191.987
      177        0.531        5.587            1      448.883      112.779      196.895
      178        0.832        5.606            1      448.499      107.417      193.766
      179        0.588        5.561            1      450.839      125.613      195.052
      180        0.496        5.519            1      447.620      137.123      186.969
      181        0.524        5.598            1      449.532      152.547      191.469
      182        0.728        5.645            1      453.893      126.808      186.864
      183        0.594        5.527            1      446.396       94.458      185.484
      184        0.507        5.531            1      448.644      109.365      186.081
      185        0.531        5.558            1      448.263      101.638      191.409
      186        0.589        5.556            1      447.433      110.093      190.578
      187        0.702        5.464            0      445.448       81.159      191.162
      188        0.540        5.617            1      453.280       87.086      190.110
      189        0.701        5.576            1      449.300       89.610      192.483
      190        0.623        5.557            1      449.625      110.947      186.432
      191        0.714        5.652            1      450.848      113.909      194.744
      192        0.563        5.639            1      451.158      103.890      191.847
      193        0.464        5.509            1      451.148      120.613      190.616
      194        0.926        5.520            1      448.772      126.905      190.285
      195        0.638        5.632            1      450.660      136.959      192.745
      196        0.478        5.575            1      451.604      108.743      189.353
      197        0.383        5.551            1      450.941      116.612      188.987
      198        0.651        5.649            1      451.539      116.159      193.393
      199        0.883        5.538            1      448.382       99.465      195.370
      200        0.288        5.551            1      449.006      110.769      192.765
      201        0.467        5.574            1      449.320      139.141      188.173
      202        0.426        5.576            1      449.965      116.810      192.599
      203        0.421        5.575            1      449.611      108.123      191.539
      204        0.732        5.649            1      452.168      130.378      188.418
      205        0.498        5.552            1      446.132      119.038      189.639
      206        0.589        5.620            1      449.619      120.158      188.476
      207        0.862        5.588            0      450.464      131.373      185.333
      208        0.959        5.584            1      447.771      126.213      189.391
      209        0.576        5.544            1      448.904      135.393      190.053
      210        0.338        5.525            1      450.245      110.812      185.137
      211        0.772        5.619            1      450.421      145.310      192.930
      212        0.618        5.616            1      453.745      108.640      179.764
      213        0.504        5.602            1      451.277      115.236      192.576
      214        0.469        5.627            1      453.024       87.102      189.761
      215        0.498        5.565            1      450.829       82.479      185.304
      216        0.644        5.666            1      454.358      113.990      189.679
      217        0.689        5.580            1      448.932      120.071      191.852
      218        0.683        5.557            0      448.784      135.576      191.240
      219        0.559        5.615            1      449.780      146.196      187.106
      220        0.641        5.595            1      447.752      152.942      190.829
      221        0.609        5.563            1      449.328      129.079      190.724
      222        0.905        5.665            1      453.628      140.747      195.114
      223        0.636        5.519            1      447.262      110.237      186.247
      224        0.292        5.520            1      449.824      137.318      189.296
      225        0.604        5.625            1      448.393      122.498      193.611
      226        0.512        5.574            1      450.793      128.009      191.291
      227        0.658        5.601            1      448.480      173.734      184.453
      228        0.468        5.533            1      451.239      101.718      191.118
      229        0.467        5.503            1      447.887       93.871      186.843
      230        0.474        5.557            1      448.351      125.461      191.314
      231        0.702        5.587            1      447.240      125.132      192.913
      232        0.456        5.502            1      447.336      115.932      192.931
      233        0.834        5.579            1      447.296      125.369      191.958
      234        0.608        5.591            1      448.552      133.465      184.252
      235        0.538        5.441            1      445.983      121.490      192.832
      236        0.684        5.583            1      451.041      104.889      201.279
      237        0.439        5.522            1      450.577      109.457      189.586
      238        0.660        5.580            1      447.338      131.791      183.052
      239        0.540        5.540            1      450.669      122.387      189.910
      240        0.848        5.575            1      451.657      129.784      187.175
      241        0.462        5.573            1      447.482      119.404      188.994
      242        0.343        5.508            1      452.510      169.127      185.869
      243        0.729        5.569            1      446.273      151.685      185.660
      244        0.832        5.580            1      450.602      139.979      191.999
      245        0.606        5.531            1      449.573      130.830      183.419
      246        0.867        5.626            1      450.946      175.441      187.981
      247        0.461        5.569            1      448.003      179.910      182.717
      248        0.794        5.618            1      452.264      136.343      188.010
      249        0.586        5.645            1      453.090      125.114      185.422
      250        0.404        5.467            1      448.297      121.161      189.988
      251        0.443        5.568            1      448.440      130.465      188.521
      252        0.494        5.534            1      449.069      116.231      185.653
      253        0.548        5.532            1      447.991      100.684      187.853
      254        0.413        5.449            1      448.171      157.347      185.910
      255        0.461        5.538            1      448.293      160.429      181.888
      256        0.465        5.585            0      451.542      173.568      188.019
      257        0.654        5.622            1      449.269      166.928      189.649
      258        0.780        5.597            1      449.761      149.526      186.601
      259        0.820        5.625            1      451.041      133.901      191.466
      260        0.532        5.548            1      448.605      145.764      191.590
      261        0.601        5.598            1      451.092      152.330      190.193
      262        0.839        5.559            1      446.666      146.518      199.797
      263        0.934        5.618            1      449.450      161.321      196.597
      264        0.812        5.588            1      450.118      135.123      194.352
      265        0.876        5.594            1      446.672      135.484      191.534
      266        0.804        5.661            1      451.136      127.669      188.499
      267        0.984        5.619            0      449.687      119.372      191.056
      268        0.339        5.605            1      452.037      139.887      190.063
      269        0.688        5.605            1      445.777      132.656      184.964
      270        0.639        5.665            1      454.535      139.110      195.148
      271        0.490        5.621            1      453.384      115.263      190.790
      272        0.478        5.632            1      452.484      103.679      187.026
      273        0.394        5.529            1      448.578      125.329      187.643
      274        0.481        5.501            1      447.438      108.791      185.695
      275        0.812        5.505            1      446.629      124.939      188.204
      276        0.792        5.561            1      448.484      139.294      189.269
      277        0.821        5.569            1      448.784      133.487      198.273
      278        0.473        5.560            1      450.478      103.113      190.777
      279        0.839        5.578            1      445.761      150.713      194.691
      280        0.864        5.561            1      449.100      120.059      186.412
      281        0.702        5.579            1      447.966      126.717      196.174
      282        0.712        5.595            1      451.692      126.286      192.502
      283        0.827        5.626            1      451.237      121.001      184.940
      284        1.034        5.669            1      452.434      150.955      186.473
      285        0.703        5.613            1      448.635      127.463      185.196
      286        0.986        5.624            1      448.883      136.378      182.803
      287        0.861        5.560            1      447.953      134.898      191.320
      288        0.404        5.559            1      447.706      123.446      189.410
      289        0.499        5.525            1      447.098      113.448      183.703
      290        0.882        5.593            1      445.454      144.139      193.426
      291        0.388        5.493            1      447.523      150.283      185.779
      292        0.413        5.532            1      449.363      148.579      185.394
      293        0.345        5.540            1      452.272      146.730      184.351
      294        0.521        5.646            1      451.838      127.769      191.174
      295        0.567        5.584            1      452.721      125.423      187.531
      296        0.793        5.564            1      452.059       93.663      191.068
      297        0.626        5.594            1      449.916      111.796      189.084
      298        0.759        5.644            1      450.962      146.021      189.900
      299        0.288        5.547            1      450.845      119.242      186.711
      300        0.498        5.511            1      447.429      120.778      190.292
      301        0.497        5.600            1      452.289      144.863      185.593
      302        0.753        5.534            1      445.296      129.464      187.992
      303        0.746        5.561            1      448.344      108.690      189.969
      304        0.585        5.626            1      449.112      100.652      190.130
      305        0.619        5.584            0      450.719      122.536      190.197
      306        0.406        5.523            1      450.683      119.699      186.317
      307        0.413        5.514            1      450.319      128.932      184.763
      308        0.570        5.580            0      449.347      144.858      186.244
      309        0.701        5.614            1      450.867      130.687      189.370
      310        1.018        5.537            0      446.244      153.411      192.776
      311        0.438        5.530            1      445.707      151.012      187.144
      312        0.323        5.480            1      449.028      135.034      189.366
      313        1.072        5.614            1      449.848      139.216      192.290
      314        1.022        5.618            1      450.011      180.145      190.102
      315        0.879        5.618            1      452.414      131.292      188.447
      316        0.897        5.598            1      448.795      127.285      186.861
      317        0.726        5.570            1      449.335      105.735      191.210
      318        0.934        5.616            1      451.698      103.790      187.187
      319        0.838        5.563            1      446.472      117.406      184.906
      320        1.124        5.565            1      447.563      106.393      190.842
      321        0.912        5.602            1      449.594      109.772      190.349
      322        0.994        5.594            1      447.078      134.855      190.188
      323        1.066        5.589            1      447.647      120.061      192.223
      324        1.299        5.582            1      449.059      151.594      197.178
      325        0.922        5.547            1      447.406      136.550      189.750
      326        0.813        5.575            1      446.340      125.314      185.263
      327        1.113        5.598            1      449.722      138.379      192.438
      328        0.590        5.561            1      451.648      105.495      192.310
      329        0.934        5.562            1      448.102      102.984      186.260
      330        0.845        5.654            1      452.124      108.256      186.389
      331        0.829        5.606            1      452.091      121.254      189.285
      332        1.078        5.542            1      445.807      133.194      188.602
      333        0.769        5.592            1      450.493      137.264      186.064
      334        0.406        5.576            1      452.805      146.819      187.636
      335        0.473        5.544            1      448.930      119.769      188.089
      336        0.596        5.552            1      447.511      108.922      188.666
      337        0.977        5.564            1      448.342      146.306      188.009
      338        0.942        5.579            1      449.454      139.905      188.370
      339        0.826        5.612            1      450.692      155.958      192.362
      340        0.642        5.606            1      448.761      151.417      190.012
      341        0.808        5.569            1      446.643      141.639      191.372
      342        0.701        5.547            1      448.253      131.695      188.357
      343        0.882        5.631            1      450.100      156.067      188.215
      344        0.629        5.619            1      449.876      109.932      189.089
      345        0.770        5.626            1      451.711      122.222      187.946
      346        0.523        5.588            1      450.806      105.877      187.014
      347        1.115        5.607            1      452.779      136.484      193.692
      348        0.753        5.578            1      450.278      140.386      192.299
      349        0.796        5.568            1      449.124      139.272      191.570
      350        0.840        5.487            1      446.670      135.231      189.726
      351        0.636        5.585            1      452.176      114.491      189.997
      352        0.884        5.556            1      448.150      130.647      192.294
      353        0.942        5.595            1      448.049      127.284      189.353
      354        1.232        5.610            1      452.933      137.063      192.258
      355        1.280        5.600            1      450.045      117.499      189.174
      356        0.462        5.566            1      450.692      111.108      187.307
      357        0.502        5.519            1      448.540      106.171      191.091
      358        0.880        5.530            0      450.748      126.233      194.600
      359        0.709        5.597            0      450.982      118.192      186.318
      360        0.620        5.594            0      448.944      114.803      195.113
      361        0.572        5.530            1      447.205      118.092      195.791
      362        0.762        5.553            1      449.094      129.985      188.421
      363        0.585        5.551            1      450.957      123.728      191.347
      364        0.763        5.616            1      450.446      151.811      192.895
      365        0.581        5.522            1      448.284      136.322      190.795
      366        0.637        5.547            1      453.270      124.021      189.583
      367        0.632        5.594            1      454.301      144.395      193.609
      368        0.738        5.506            1      450.912      147.270      195.377
      369        0.405        5.475            1      451.644      126.714      193.126
      370        0.577        5.557            1      446.868      131.077      202.113
      371        1.046        5.605            1      452.664      141.418      201.841
      372        0.347        5.542            1      448.635      151.551      182.888
      373        0.664        5.557            1      447.289      121.454      192.591
      374        0.722        5.590            1      451.363      122.682      192.513
      375        0.783        5.551            1      450.083      127.893      189.179
      376        0.706        5.579            1      449.040      123.653      189.453
      377        0.656        5.590            1      448.906      135.682      184.093
      378        1.049        5.637            1      449.267      148.993      197.031
      379        0.925        5.590            1      450.005      171.462      192.479
      380        0.652        5.624            1      452.022      146.685      187.005
      381        0.621        5.549            1      451.506      124.150      192.000
      382        0.826        5.535            1      449.059      116.588      191.552
      383        0.668        5.556            1      450.428      114.478      192.132
      384        0.808        5.536            1      450.018      117.368      199.323
      385        0.659        5.624            1      454.992      118.113      187.026
      386        0.608        5.547            1      450.108      120.327      196.003
      387        0.768        5.629            1      451.402      132.167      199.245
      388        0.681        5.503            1      450.495      107.709      198.319
      389        0.695        5.518            1      447.066      156.533      195.998
      390        0.749        5.543            1      448.373      119.667      191.237
      391        0.965        5.545            1      445.603      142.015      190.235
      392        0.752        5.584            1      451.758      124.030      188.323
      393        0.740        5.618            1      453.452      130.548      191.475
      394        0.697        5.653            1      453.153      135.314      187.119
      395        0.704        5.593            1      451.327      119.399      191.103
      396        0.551        5.602            1      453.160      176.503      190.159
      397        0.653        5.565            1      449.702      132.557      188.741
      398        0.884        5.621            1      448.110      131.051      192.363
      399        0.876        5.597            1      451.673      125.798      185.087
      400        0.590        5.625            1      450.562      109.774      188.773
      401        0.779        5.559            1      447.140       99.887      195.446
      402        0.873        5.622            1      449.473      111.652      192.092
      403        0.844        5.611            1      449.308      138.950      189.579
      404        0.546        5.580            0      450.389      139.386      182.683
      405        1.002        5.579            1      449.513      118.370      193.223
      406        0.790        5.692            1      452.790      124.320      192.732
      407        0.873        5.608            1      449.691      148.237      186.455
      408        0.657        5.525            1      446.104      129.780      185.438
      409        1.054        5.563            1      444.858      115.805      191.683
      410        0.837        5.634            1      453.466      139.415      188.785
      411        0.793        5.590            1      449.673      131.763      191.348
      412        0.597        5.613            1      449.641      139.168      194.909
      413        0.407        5.515            1      448.330      124.869      185.420
      414        0.527        5.525            1      449.526      133.699      191.280
      415        0.566        5.592            1      447.521      121.643      187.447
      416        0.593        5.621            1      450.392      112.313      187.289
      417        0.823        5.598            1      447.527      128.064      191.892
      418        0.916        5.604            1      447.877      126.060      194.681
      419        0.858        5.637            1      451.049      128.156      192.858
      420        1.032        5.668            1      449.805      152.298      191.540
      421        0.696        5.653            1      451.199      139.416      192.454
      422        0.798        5.603            1      449.344      118.109      194.272
      423        0.630        5.590            1      451.794      118.292      188.561
      424        0.857        5.552            1      450.243      139.415      193.006
      425        0.722        5.653            1      449.910      154.863      192.268
      426        0.706        5.580            1      449.031      131.868      189.228
      427        0.821        5.646            1      450.781      134.532      188.784
      428        0.699        5.589            1      451.703      178.399      189.691
      429        0.906        5.571            1      447.208      156.778      190.278
      430        0.702        5.607            1      449.964      132.535      190.004
      431        0.788        5.659            1      451.308      194.621      193.262
      432        0.512        5.578            1      452.317      176.124      187.594
      433        0.892        5.609            1      446.540      166.961      199.261
      434        1.013        5.639            1      447.616      143.438      193.033
      435        0.940        5.629            1      449.617      145.501      192.357
      436        1.053        5.640            1      449.970      133.421      194.057
      437        1.111        5.607            1      449.008      115.099      200.581
      438        0.844        5.596            1      449.512      130.007      193.407
      439        0.746        5.616            1      452.824      130.109      190.050
      440        1.069        5.580            1      449.684      113.004      190.242
      441        0.770        5.608            1      449.251      164.011      193.835
      442        0.602        5.593            1      449.467      193.596      186.018
      443        0.556        5.623            1      452.244      196.821      187.739
      444        0.917        5.584            1      450.401      170.523      189.847
      445        0.465        5.599            1      449.452      170.181      195.533
      446        0.968        5.633            1      448.516      157.653      190.312
      447        0.922        5.627            1      450.815      160.562      185.266
      448        0.832        5.595            1      449.231      149.270      191.410
      449        0.841        5.584            1      450.567      103.055      200.905
      450        0.564        5.566            1      448.005      115.806      187.146
      451        0.721        5.663            1      450.004      124.510      195.000
      452        0.784        5.518            1      448.542      118.241      195.062
      453        0.858        5.603            1      450.936      116.799      190.452
      454        0.646        5.596            1      447.232      141.953      192.273
      455        0.936        5.483            1      442.879      167.027      184.850
      456        0.604        5.561            1      450.760      134.224      190.701
      457        0.947        5.544            1      448.333      156.750      188.488
      458        0.468        5.585            1      448.823      128.008      186.351
      459        0.957        5.567            1      448.653      156.938      185.020
      460        0.320        5.544            1      449.964      176.048      191.773
      461        0.505        5.608            1      449.994      124.757      195.949
      462        0.519        5.510            1      446.877      122.413      184.325
      463        0.326        5.532            1      454.049      111.740      188.357
      464        0.605        5.595            1      449.547      110.301      187.823
      465        0.589        5.545            1      450.569      114.609      187.448
      466        0.495        5.595            1      450.474      128.255      190.234
      467        0.581        5.595            1      449.731      115.045      185.498
      468        0.565        5.529            1      451.591      104.792      186.227
      469        0.477        5.570            1      451.815      111.238      189.158
      470        0.433        5.549            1      447.164      105.786      184.760
      471        0.461        5.554            1      448.818      119.312      191.059
      472        0.446        5.489            1      448.150      101.453      186.466
      473        0.443        5.552            1      447.937      122.991      186.379
      474        0.506        5.601            1      449.349      126.527      188.856
      475        0.823        5.600            1      450.550      138.441      190.591
      476        0.851        5.585            1      445.389      130.627      187.285
      477        0.914        5.563            1      449.566      116.956      192.303
      478        1.129        5.608            1      448.461      144.502      188.513
      479        0.785        5.519            1      448.544      127.531      190.585
      480        0.780        5.475            1      450.656      116.856      184.163
      481        0.913        5.608            1      448.901      109.047      190.308
      482        1.003        5.527            1      450.670      137.174      195.147
      483        0.848        5.380            1      445.596      109.078      189.547
      484        0.917        5.549            1      452.161      100.596      192.513
      485        1.010        5.582            1      446.791      125.869      186.273
      486        0.858        5.483            1      447.117      109.889      191.149
      487        1.013        5.562            1      447.254      108.650      185.436
      488        0.874        5.535            1      449.420      108.414      188.807
      489        0.927        5.547            1      450.851      105.448      185.907
      490        0.827        5.572            1      448.070      137.381      186.200
      491        1.032        5.545            1      448.849      116.203      192.323
      492        0.886        5.577            1      451.512      132.670      191.459
      493        0.624        5.595            1      451.001      145.783      185.914
      494        0.449        5.507            1      447.907      125.900      195.727
      495        0.697        5.607            1      451.688      127.952      191.580
      496        0.524        5.603            1      455.202      139.721      187.117
      497        0.487        5.523            1      448.880       96.359      191.376
      498        0.451        5.597            1      451.945       99.982      184.631
      499        0.578        5.604            0      452.724      115.307      188.267
      500        0.668        5.403            1      446.700       98.639      185.408
      501        0.512        5.591            1      453.215      120.465      190.189
      502        0.416        5.529            1      450.651      112.808      188.920
      503        0.635        5.571            1      448.035      136.459      188.597
      504        0.627        5.582            1      450.144       81.127      189.395
      505        0.766        5.651            1      453.817      160.692      191.643
      506        0.979        5.601            1      450.110      143.864      192.002
      507        1.077        5.629            1      450.186      157.967      190.466
      508        0.624        5.541            1      446.426      135.942      193.194
      509        0.826        5.613            1      450.302      158.949      186.325
      510        0.512        5.525            1      450.845      148.783      183.437
